ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.989454,0.00660756,null,null,null
-0.064319,null,0.00400113,null,null
0.146394,null,null,-0.0736627,null
-0.00387638,null,null,null,0.00500794
0.989468,0.00899991,null,null,null
-0.0612593,null,-0.0246766,null,null
0.109622,null,null,-0.168229,null
-0.00383103,null,null,null,0.00704309
0.989456,0.00656361,null,null,null
-0.054395,null,0.0223874,null,null
0.0992794,null,null,-0.17222,null
-0.00317153,null,null,null,0.00190643
0.989515,0.00582981,null,null,null
-0.142439,null,0.0328787,null,null
0.0432489,null,null,-0.148981,null
-0.00474244,null,null,null,-0.00691925
0.989401,0.00437945,null,null,null
-0.137027,null,0.00399901,null,null
0.018769,null,null,-0.134945,null
0.00187605,null,null,null,-0.000955336
0.989541,0.00727151,null,null,null
-0.0320664,null,0.0385776,null,null
-0.00630124,null,null,-0.195091,null
0.00144704,null,null,null,-0.00113214
0.989649,0.0111147,null,null,null
-0.0492279,null,0.0485358,null,null
0.00160947,null,null,-0.0816321,null
0.000939824,null,null,null,-0.00162513
0.989614,0.0103803,null,null,null
-0.0340317,null,0.036873,null,null
0.0146234,null,null,-0.142531,null
0.00206368,null,null,null,-0.00448142
0.989741,0.0136428,null,null,null
-0.0666514,null,0.0752677,null,null
0.0140705,null,null,-0.148076,null
0.00624089,null,null,null,-0.00553496
0.989603,0.0129671,null,null,null
-0.117747,null,0.0896589,null,null
0.0586742,null,null,-0.108642,null
0.00387397,null,null,null,0.00131631
0.989574,0.0099537,null,null,null
-0.035187,null,0.0378666,null,null
0.0756451,null,null,-0.199447,null
-0.00149518,null,null,null,0.00643926
0.989574,0.0099537,null,null,null
-0.035187,null,0.0378666,null,null
0.0756451,null,null,-0.199447,null
-0.00149518,null,null,null,0.00643926
0.989364,0.00825133,null,null,null
-0.000670695,null,0.063,null,null
0.0468107,null,null,-0.113386,null
0.00172845,null,null,null,0.00278979
0.989424,0.00512254,null,null,null
0.0274909,null,0.0322496,null,null
0.0490934,null,null,-0.122367,null
0.000819156,null,null,null,0.00567265
0.989446,0.0052028,null,null,null
0.00575726,null,-0.000719715,null,null
0.0404095,null,null,-0.154444,null
-0.00133554,null,null,null,-0.00468766
0.989443,0.00657052,null,null,null
0.0225236,null,-0.0022698,null,null
0.0183248,null,null,-0.143473,null
-0.00203236,null,null,null,-0.000894637
0.989254,-0.00122853,null,null,null
0.0609195,null,0.0679396,null,null
0.0271294,null,null,-0.209169,null
0.00488262,null,null,null,-0.00293772
0.989336,0.00195506,null,null,null
0.0947417,null,0.0423149,null,null
0.0517194,null,null,-0.243688,null
3.64993e-05,null,null,null,0.00394521
0.989529,0.00430737,null,null,null
0.120103,null,0.0651591,null,null
0.0613271,null,null,-0.2337,null
-0.0090563,null,null,null,-0.00232272
0.989639,-0.000950514,null,null,null
0.00391872,null,0.0338289,null,null
0.0056614,null,null,-0.196417,null
-0.00370392,null,null,null,0.00138302
0.989591,-0.00374215,null,null,null
-0.000804231,null,-0.00288602,null,null
-0.0178727,null,null,-0.135527,null
-0.00144026,null,null,null,0.0013742
0.989591,-0.00374215,null,null,null
-0.000804231,null,-0.00288602,null,null
-0.0178727,null,null,-0.135527,null
-0.00144026,null,null,null,0.0013742
0.989591,-0.00374215,null,null,null
-0.000804231,null,-0.00288602,null,null
-0.0178727,null,null,-0.135527,null
-0.00144026,null,null,null,0.0013742
0.989591,-0.00374215,null,null,null
-0.000804231,null,-0.00288602,null,null
-0.0178727,null,null,-0.135527,null
-0.00144026,null,null,null,0.0013742
0.989591,-0.00374215,null,null,null
-0.000804231,null,-0.00288602,null,null
-0.0178727,null,null,-0.135527,null
-0.00144026,null,null,null,0.0013742
0.989591,-0.00374215,null,null,null
-0.000804231,null,-0.00288602,null,null
-0.0178727,null,null,-0.135527,null
-0.00144026,null,null,null,0.0013742
0.989591,-0.00374215,null,null,null
-0.000804231,null,-0.00288602,null,null
-0.0178727,null,null,-0.135527,null
-0.00144026,null,null,null,0.0013742
0.989505,-0.00558841,null,null,null
-0.00243327,null,0.0156134,null,null
-0.010326,null,null,-0.152091,null
-0.0029401,null,null,null,0.00140064
0.989603,-0.00579186,null,null,null
0.0273523,null,0.0245453,null,null
-0.0253092,null,null,-0.184743,null
-0.00504569,null,null,null,0.0037627
0.989603,-0.00579186,null,null,null
0.0273523,null,0.0245453,null,null
-0.0253092,null,null,-0.184743,null
-0.00504569,null,null,null,0.0037627
0.989603,-0.00579186,null,null,null
0.0273523,null,0.0245453,null,null
-0.0253092,null,null,-0.184743,null
-0.00504569,null,null,null,0.0037627
0.989606,-0.0052976,null,null,null
0.0691927,null,0.0233007,null,null
-0.0417975,null,null,-0.118115,null
-0.00432771,null,null,null,0.0033401
0.989606,-0.0052976,null,null,null
0.0691927,null,0.0233007,null,null
-0.0417975,null,null,-0.118115,null
-0.00432771,null,null,null,0.0033401
0.989621,-0.000392699,null,null,null
0.0582585,null,0.0244915,null,null
-0.0723459,null,null,-0.11913,null
-9.46309e-07,null,null,null,0.00193721
0.989646,-0.00397904,null,null,null
0.0684961,null,-0.0290543,null,null
-0.131646,null,null,-0.0834962,null
-0.00111689,null,null,null,0.0011469
0.989625,-0.00214321,null,null,null
0.0417181,null,-0.0277861,null,null
-0.150546,null,null,-0.0977797,null
0.0022337,null,null,null,0.00428255
0.989598,-0.00838816,null,null,null
0.0428451,null,-0.0155683,null,null
-0.121529,null,null,-0.11412,null
0.000889997,null,null,null,-8.52644e-05
0.989577,-0.0027327,null,null,null
0.0297432,null,-0.0292529,null,null
-0.131595,null,null,-0.130502,null
0.000858119,null,null,null,-0.001299
0.989398,-0.0038847,null,null,null
0.0294566,null,0.00751049,null,null
-0.116807,null,null,-0.07389,null
0.00341466,null,null,null,0.00166847
0.989554,-0.00619538,null,null,null
0.0537299,null,0.0523334,null,null
-0.120771,null,null,-0.134526,null
0.00276493,null,null,null,0.00279376
0.989587,-0.00273626,null,null,null
