ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.978539,-0.0012145,null,null,null
0.037765,null,0.143685,null,null
0.227117,null,null,0.0412309,null
0.00411811,null,null,null,0.00718892
0.97839,-0.00542101,null,null,null
0.00455588,null,0.435276,null,null
0.595484,null,null,0.324391,null
-0.0010717,null,null,null,0.00330683
0.980245,-0.00551921,null,null,null
-0.143626,null,0.462998,null,null
0.535338,null,null,0.0164457,null
0.00380719,null,null,null,-0.00128544
0.977688,-0.00471119,null,null,null
0.0372766,null,0.413548,null,null
0.574749,null,null,0.18336,null
0.00255679,null,null,null,0.00861698
0.981069,-0.00750351,null,null,null
0.116432,null,0.393969,null,null
0.644698,null,null,0.179276,null
0.000316014,null,null,null,-0.00105032
0.983804,0.0018874,null,null,null
0.14045,null,0.432635,null,null
