ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.990789,-0.000997848,null,null,null
6.37825e+06,null,-470781,null,null
5.92769e+06,null,null,-447989,null
153.29,null,null,null,5.43145
0.995746,-0.00254783,null,null,null
161214,null,-10888.9,null,null
170068,null,null,-33193.9,null
36.4562,null,null,null,1.31874
0.990592,-0.006757,null,null,null
113653,null,-11090.9,null,null
110098,null,null,-26654.5,null
24.7625,null,null,null,1.09538
0.986604,-0.00974092,null,null,null
44837.9,null,-6521.15,null,null
39814.6,null,null,-10749.5,null
14.0705,null,null,null,0.814616
0.98249,-0.011799,null,null,null
25659.2,null,-2690.24,null,null
20471.9,null,null,-6636.85,null
8.89311,null,null,null,0.454325
0.98114,-0.0170213,null,null,null
12556.2,null,-1200.54,null,null
9854.73,null,null,-2999.7,null
5.39889,null,null,null,0.313157
0.981187,-0.0135005,null,null,null
5871.56,null,-879.474,null,null
5334.31,null,null,-1493.08,null
3.09674,null,null,null,0.239946
0.983441,-0.0178612,null,null,null
3470.28,null,-713.128,null,null
3058.14,null,null,-1031.46,null
1.9146,null,null,null,0.0869311
0.986223,-0.0140924,null,null,null
2157.99,null,178.321,null,null
1948.56,null,null,-874.809,null
1.19048,null,null,null,0.0720004
0.981777,-0.0124885,null,null,null
1390.2,null,-5.2334,null,null
1355.72,null,null,-811.691,null
0.760964,null,null,null,0.0619094
0.985636,-0.0140634,null,null,null
1058.11,null,169.88,null,null
1041.26,null,null,-483.496,null
0.489609,null,null,null,0.0563554
0.98446,-0.0141245,null,null,null
693.726,null,120.024,null,null
634.347,null,null,-367.555,null
0.328267,null,null,null,0.0301292
0.986125,-0.0152446,null,null,null
523.37,null,46.8239,null,null
470.384,null,null,-226.651,null
0.202355,null,null,null,-0.0526591
0.986621,-0.00818306,null,null,null
357.606,null,55.4564,null,null
329.866,null,null,-168.014,null
0.182448,null,null,null,-0.026153
0.984755,-0.0152209,null,null,null
307.604,null,23.2898,null,null
214.469,null,null,-158.204,null
0.121329,null,null,null,-0.00240616
0.986827,-0.00898126,null,null,null
225.24,null,21.5663,null,null
168.1,null,null,-85.6564,null
0.0648187,null,null,null,-0.00257355
0.98226,-0.00616741,null,null,null
174.4,null,19.459,null,null
96.8225,null,null,-117.714,null
0.0412682,null,null,null,-0.0259697
0.983243,-0.00583066,null,null,null
147.356,null,9.30696,null,null
79.1003,null,null,-82.2045,null
0.00664035,null,null,null,0.00527094
0.977165,-0.0045485,null,null,null
112.46,null,4.73801,null,null
55.0946,null,null,-66.6997,null
-0.0353725,null,null,null,-0.00105069
0.97606,-0.00300901,null,null,null
94.0939,null,-0.94949,null,null
39.3889,null,null,-50.1923,null
-0.0225258,null,null,null,-0.0038671
0.974321,-0.000417136,null,null,null
