ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.978474,0.029157,null,null,null
-0.0770553,null,-0.391765,null,null
0.072622,null,null,0.25352,null
0.000116961,null,null,null,-0.00123882
0.978474,0.029157,null,null,null
-0.0770553,null,-0.391765,null,null
0.072622,null,null,0.25352,null
0.000116961,null,null,null,-0.00123882
0.97982,0.0218149,null,null,null
-0.473892,null,-2.59508,null,null
0.540495,null,null,1.8964,null
-0.00406349,null,null,null,-0.000243994
0.982419,0.0188968,null,null,null
-0.751719,null,-1.95521,null,null
0.368841,null,null,1.64414,null
-0.0193804,null,null,null,0.00190697
0.986385,0.0175839,null,null,null
-0.750626,null,-1.80394,null,null
0.605927,null,null,1.75296,null
-0.00504602,null,null,null,0.00857799
0.983081,0.017648,null,null,null
-0.596538,null,-1.68181,null,null
0.610199,null,null,1.86286,null
0.00163241,null,null,null,0.0120658
0.981071,0.0198099,null,null,null
-0.728047,null,-1.66393,null,null
0.784088,null,null,1.65729,null
-0.0105554,null,null,null,-0.0122427
0.983019,0.0197653,null,null,null
-0.938235,null,-2.12245,null,null
1.204,null,null,1.8978,null
-0.00656289,null,null,null,-0.00355407
0.981124,0.0172254,null,null,null
-0.846387,null,-1.84787,null,null
0.809072,null,null,1.75467,null
-0.000738924,null,null,null,-0.00668641
0.98164,0.0123359,null,null,null
-0.642863,null,-1.88509,null,null
0.671751,null,null,1.68951,null
-0.000413569,null,null,null,0.0027442
0.985865,0.0153546,null,null,null
-0.505883,null,-1.8028,null,null
0.641563,null,null,1.71331,null
-0.0136341,null,null,null,0.000285427
0.986683,0.0140302,null,null,null
-0.56275,null,-1.72511,null,null
0.762487,null,null,1.56028,null
-0.000673838,null,null,null,-0.00750422
0.986941,0.0159912,null,null,null
-0.752319,null,-1.74739,null,null
0.650855,null,null,1.27261,null
-0.0096633,null,null,null,0.00777256
0.983733,0.0159076,null,null,null
-0.535219,null,-1.65035,null,null
0.59054,null,null,1.56927,null
0.000675125,null,null,null,0.00462173
0.985385,0.0101615,null,null,null
-0.492939,null,-1.806,null,null
0.693296,null,null,1.56185,null
0.00399443,null,null,null,-0.00558924
0.984439,0.00737202,null,null,null
-0.464572,null,-2.00501,null,null
0.708671,null,null,1.52659,null
-0.00836809,null,null,null,-0.0118105
0.985021,0.00696729,null,null,null
-0.382061,null,-1.85001,null,null
0.931957,null,null,1.57029,null
-0.00214492,null,null,null,0.00886162
0.983215,0.0070123,null,null,null
-0.236802,null,-2.05881,null,null
1.0525,null,null,1.55468,null
-0.0037183,null,null,null,0.00729155
0.980903,0.00366866,null,null,null
-0.61708,null,-2.10511,null,null
0.661586,null,null,1.49196,null
0.00600288,null,null,null,0.00128541
0.97952,0.00610771,null,null,null
-0.826322,null,-2.12038,null,null
0.542194,null,null,1.44833,null
0.00417397,null,null,null,0.0081936
0.979951,0.000309908,null,null,null
-0.783496,null,-1.81244,null,null
0.628784,null,null,1.84411,null
-0.00241495,null,null,null,0.0029148
0.981481,0.00638384,null,null,null
-0.590779,null,-1.56415,null,null
0.626126,null,null,1.92407,null
2.49223e-06,null,null,null,-0.00181632
0.986557,0.00647381,null,null,null
-0.582284,null,-1.43946,null,null
0.50317,null,null,1.9533,null
-0.00307675,null,null,null,-0.000395755
0.98375,0.00976097,null,null,null
-0.345513,null,-1.58034,null,null
0.666519,null,null,2.08271,null
0.000122624,null,null,null,0.00156409
0.983036,0.00753827,null,null,null
-0.415212,null,-1.4866,null,null
0.985398,null,null,2.05465,null
-0.0076641,null,null,null,0.00350844
0.986091,0.00589164,null,null,null
-0.432802,null,-1.4287,null,null
0.880302,null,null,1.9466,null
-0.00646704,null,null,null,-0.00284365
0.986091,0.00589164,null,null,null
-0.432802,null,-1.4287,null,null
0.880302,null,null,1.9466,null
-0.00646704,null,null,null,-0.00284365
0.9854,0.00403959,null,null,null
-0.491126,null,-1.31749,null,null
0.916438,null,null,1.8856,null
0.00349606,null,null,null,-0.0114535
0.981762,0.00551826,null,null,null
-0.651789,null,-1.08099,null,null
0.918149,null,null,1.62797,null
-0.0053892,null,null,null,-0.00586319
0.982516,0.00641434,null,null,null
-0.850555,null,-0.948168,null,null
0.865074,null,null,1.73365,null
-0.00884527,null,null,null,-0.00672923
0.982516,0.00641434,null,null,null
-0.850555,null,-0.948168,null,null
0.865074,null,null,1.73365,null
-0.00884527,null,null,null,-0.00672923
0.979757,0.00753256,null,null,null
-0.794865,null,-1.08164,null,null
0.961152,null,null,1.56464,null
-0.00476621,null,null,null,-0.00363773
0.979757,0.00753256,null,null,null
-0.794865,null,-1.08164,null,null
0.961152,null,null,1.56464,null
-0.00476621,null,null,null,-0.00363773
0.985147,0.00983423,null,null,null
-0.844345,null,-0.948179,null,null
0.748805,null,null,1.39401,null
-0.00881087,null,null,null,-0.0049524
0.984058,0.00716269,null,null,null
-0.648406,null,-1.07893,null,null
0.852884,null,null,1.46263,null
-0.00193401,null,null,null,-0.00281551
0.98345,0.0107813,null,null,null
-0.455863,null,-1.10798,null,null
0.925248,null,null,1.55458,null
-0.00372882,null,null,null,-0.00364918
0.985984,0.0145795,null,null,null
-0.657798,null,-1.17519,null,null
1.18777,null,null,1.37895,null
-0.0114245,null,null,null,-0.00310449
0.98441,0.0152064,null,null,null
-0.9116,null,-1.11015,null,null
0.927362,null,null,1.38157,null
-0.00487906,null,null,null,-0.000964444
0.982296,0.00687544,null,null,null
-1.1348,null,-1.02425,null,null
0.583124,null,null,1.36689,null
-0.00553705,null,null,null,0.00115056
0.985089,0.00220391,null,null,null
-0.80975,null,-1.07305,null,null
0.72617,null,null,1.4619,null
-0.0126628,null,null,null,-0.00376616
0.986705,0.0018638,null,null,null
-0.732873,null,-0.898101,null,null
0.682029,null,null,1.2716,null
-0.00757265,null,null,null,-0.000143569
0.986705,0.0018638,null,null,null
-0.732873,null,-0.898101,null,null
0.682029,null,null,1.2716,null
-0.00757265,null,null,null,-0.000143569
0.985812,0.00084281,null,null,null
-0.500152,null,-1.13745,null,null
0.879895,null,null,1.3628,null
-0.00451489,null,null,null,0.00619004
0.98762,-0.00379804,null,null,null
-0.516447,null,-1.05368,null,null
0.796945,null,null,1.17986,null
-0.00175755,null,null,null,0.00253366
0.984744,-0.00659821,null,null,null
-0.357347,null,-1.02218,null,null
0.970661,null,null,1.08917,null
-0.00162454,null,null,null,0.00347541
0.982344,-0.00369224,null,null,null
-0.553148,null,-1.16324,null,null
0.947882,null,null,1.09259,null
-0.00260931,null,null,null,-0.00349164
0.983804,-0.00527353,null,null,null
-0.53758,null,-1.10684,null,null
1.07515,null,null,1.27459,null
0.00203388,null,null,null,0.00250976
0.983804,-0.00527353,null,null,null
-0.53758,null,-1.10684,null,null
1.07515,null,null,1.27459,null
0.00203388,null,null,null,0.00250976
0.985839,-0.00285709,null,null,null
-0.328815,null,-1.05408,null,null
0.774689,null,null,1.51649,null
0.00458824,null,null,null,-0.00185581
0.988966,-0.00498225,null,null,null
-0.272314,null,-1.08721,null,null
0.401744,null,null,1.21275,null
0.00412112,null,null,null,-0.00312036
0.99089,-0.00233412,null,null,null
-0.373098,null,-1.0609,null,null
0.675126,null,null,1.09833,null
-0.000623698,null,null,null,0.000928305
0.99089,-0.00233412,null,null,null
-0.373098,null,-1.0609,null,null
0.675126,null,null,1.09833,null
-0.000623698,null,null,null,0.000928305
0.991875,6.3095e-05,null,null,null
-0.311671,null,-0.981291,null,null
0.622112,null,null,1.17204,null
0.00232109,null,null,null,0.00237187
0.98553,-0.0022775,null,null,null
-0.305709,null,-1.35049,null,null
0.700727,null,null,1.25923,null
0.00542119,null,null,null,-0.000908785
0.983029,-0.00569334,null,null,null
-0.124597,null,-1.19735,null,null
0.450486,null,null,1.2961,null
0.0103979,null,null,null,0.00264686
0.980979,-0.00795564,null,null,null
-0.269356,null,-0.872205,null,null
0.469406,null,null,1.22544,null
0.0136679,null,null,null,-0.00622307
0.982971,-0.0095622,null,null,null
-0.2538,null,-0.892425,null,null
0.662249,null,null,1.0877,null
0.0086652,null,null,null,0.00128618
0.982971,-0.0095622,null,null,null
-0.2538,null,-0.892425,null,null
0.662249,null,null,1.0877,null
0.0086652,null,null,null,0.00128618
0.985316,-0.00733102,null,null,null
-0.262165,null,-0.915674,null,null
0.605668,null,null,1.03624,null
0.00391495,null,null,null,0.00675185
0.983877,-0.00903796,null,null,null
-0.333545,null,-1.04572,null,null
0.860436,null,null,0.800905,null
0.00159993,null,null,null,0.00861101
0.987404,-0.00741404,null,null,null
-0.0694145,null,-0.952642,null,null
0.750515,null,null,0.737686,null
-0.00107394,null,null,null,-0.00269416
0.982322,-0.00758904,null,null,null
-0.339456,null,-1.05044,null,null
0.75957,null,null,0.71538,null
0.00208988,null,null,null,-0.00791669
0.978305,-0.00919226,null,null,null
-0.114142,null,-0.978422,null,null
0.340907,null,null,0.571844,null
0.00497534,null,null,null,0.00215421
0.978507,-0.00826716,null,null,null
-0.153386,null,-1.09519,null,null
0.317198,null,null,0.745006,null
0.0048456,null,null,null,-0.0044426
0.976269,-0.0102589,null,null,null
-0.158601,null,-1.24858,null,null
0.360524,null,null,0.836961,null
0.018107,null,null,null,0.000936308
0.972889,-0.0119209,null,null,null
-0.183264,null,-0.957875,null,null
0.280185,null,null,0.827089,null
0.00459133,null,null,null,-0.0085397
0.972889,-0.0119209,null,null,null
-0.183264,null,-0.957875,null,null
0.280185,null,null,0.827089,null
0.00459133,null,null,null,-0.0085397
0.972889,-0.0119209,null,null,null
-0.183264,null,-0.957875,null,null
0.280185,null,null,0.827089,null
0.00459133,null,null,null,-0.0085397
0.969932,-0.00975255,null,null,null
-0.0229479,null,-0.724052,null,null
0.415794,null,null,0.665459,null
0.00470215,null,null,null,0.00365651
0.966791,-0.0133509,null,null,null
-0.344465,null,-0.894476,null,null
0.54274,null,null,0.819581,null
0.00741738,null,null,null,-0.00584064
0.965486,-0.0151337,null,null,null
-0.563338,null,-0.89989,null,null
0.49056,null,null,0.619486,null
0.00421814,null,null,null,0.000277384
0.965486,-0.0151337,null,null,null
-0.563338,null,-0.89989,null,null
0.49056,null,null,0.619486,null
0.00421814,null,null,null,0.000277384
0.965486,-0.0151337,null,null,null
-0.563338,null,-0.89989,null,null
0.49056,null,null,0.619486,null
0.00421814,null,null,null,0.000277384
0.966219,-0.00747716,null,null,null
-0.706386,null,-0.547659,null,null
0.195394,null,null,0.666836,null
0.00185881,null,null,null,-0.00120265
0.972304,-0.00881029,null,null,null
-0.689279,null,-0.561,null,null
0.480585,null,null,0.933219,null
-0.00446219,null,null,null,-0.0055052
0.967919,-0.0106701,null,null,null
-0.582333,null,-0.528109,null,null
0.493591,null,null,0.927702,null
0.000650472,null,null,null,-0.00552584
0.967686,-0.0104315,null,null,null
-0.480345,null,-0.661371,null,null
0.23938,null,null,0.814701,null
0.00883647,null,null,null,-0.0031359
0.967207,-0.00470278,null,null,null
-0.395886,null,-0.596691,null,null
0.418391,null,null,0.971015,null
0.000756279,null,null,null,-0.0030092
0.966239,-0.00583677,null,null,null
-0.385374,null,-0.646126,null,null
0.37321,null,null,0.8176,null
0.0121049,null,null,null,0.00345144
0.965995,-0.00218664,null,null,null
-0.455302,null,-0.531899,null,null
0.494135,null,null,0.899517,null
0.00610246,null,null,null,-0.00589909
0.963515,-0.00401714,null,null,null
-0.327745,null,-0.622014,null,null
0.563464,null,null,1.02591,null
0.00483256,null,null,null,0.00178869
0.963515,-0.00401714,null,null,null
-0.327745,null,-0.622014,null,null
0.563464,null,null,1.02591,null
0.00483256,null,null,null,0.00178869
0.964278,-0.00381705,null,null,null
-0.111975,null,-0.535626,null,null
0.490999,null,null,0.863036,null
-0.00392079,null,null,null,-0.00124654
0.964278,-0.00381705,null,null,null
-0.111975,null,-0.535626,null,null
0.490999,null,null,0.863036,null
-0.00392079,null,null,null,-0.00124654
0.965714,-0.0070604,null,null,null
-0.203486,null,-0.584187,null,null
0.456831,null,null,0.82191,null
-0.00591342,null,null,null,-0.00571086
0.96609,-0.00875297,null,null,null
-0.232912,null,-0.738634,null,null
0.638633,null,null,0.832228,null
-0.0082847,null,null,null,0.00304795
0.966263,-0.00824537,null,null,null
-0.141219,null,-0.807241,null,null
0.393509,null,null,0.748754,null
-0.00128671,null,null,null,-0.00409612
0.964121,-0.00805687,null,null,null
-0.226801,null,-0.863252,null,null
0.279341,null,null,0.585196,null
-0.0057418,null,null,null,-0.00438804
0.964121,-0.00805687,null,null,null
-0.226801,null,-0.863252,null,null
0.279341,null,null,0.585196,null
-0.0057418,null,null,null,-0.00438804
0.964121,-0.00805687,null,null,null
-0.226801,null,-0.863252,null,null
0.279341,null,null,0.585196,null
-0.0057418,null,null,null,-0.00438804
0.965166,-0.00842576,null,null,null
-0.150439,null,-0.890926,null,null
0.232331,null,null,0.61401,null
-0.00576871,null,null,null,0.00425902
0.970404,-0.00635977,null,null,null
-0.126738,null,-0.900925,null,null
0.279309,null,null,0.567645,null
-0.00287665,null,null,null,0.00340098
0.968917,-0.00699794,null,null,null
-0.132098,null,-0.848376,null,null
0.279423,null,null,0.696741,null
-0.00420946,null,null,null,-0.000203711
0.965904,-0.00388951,null,null,null
-0.149762,null,-0.790326,null,null
0.317331,null,null,0.643591,null
-0.00594524,null,null,null,0.00542239
0.965904,-0.00388951,null,null,null
-0.149762,null,-0.790326,null,null
0.317331,null,null,0.643591,null
-0.00594524,null,null,null,0.00542239
0.97211,0.000696224,null,null,null
-0.357783,null,-1.02587,null,null
0.291435,null,null,0.607572,null
0.0044263,null,null,null,-0.00191103
0.968699,0.00177947,null,null,null
-0.459939,null,-0.90934,null,null
0.313273,null,null,0.636584,null
-0.00296972,null,null,null,0.00170424
0.971374,-0.000908851,null,null,null
-0.513921,null,-0.616985,null,null
0.362049,null,null,0.629096,null
-0.00198586,null,null,null,-0.00126235
0.971374,-0.000908851,null,null,null
-0.513921,null,-0.616985,null,null
0.362049,null,null,0.629096,null
-0.00198586,null,null,null,-0.00126235
0.978151,-0.00203176,null,null,null
-0.44427,null,-0.612809,null,null
0.318578,null,null,0.546119,null
-0.000246675,null,null,null,-0.00469883
0.979065,-0.00242253,null,null,null
-0.513525,null,-0.66411,null,null
0.317965,null,null,0.434142,null
0.00340657,null,null,null,2.63145e-05
0.979065,-0.00242253,null,null,null
-0.513525,null,-0.66411,null,null
0.317965,null,null,0.434142,null
0.00340657,null,null,null,2.63145e-05
0.978132,-0.00209938,null,null,null
-0.39448,null,-0.76855,null,null
0.277994,null,null,0.359515,null
0.0027142,null,null,null,0.00221299
0.978132,-0.00209938,null,null,null
-0.39448,null,-0.76855,null,null
0.277994,null,null,0.359515,null
0.0027142,null,null,null,0.00221299
0.974965,0.000245063,null,null,null
-0.421362,null,-0.518922,null,null
0.319335,null,null,0.39112,null
0.00308333,null,null,null,-0.00725574
0.974481,0.000348946,null,null,null
-0.322752,null,-0.514069,null,null
0.435511,null,null,0.383539,null
0.000167437,null,null,null,-0.0120074
0.975076,0.000244861,null,null,null
-0.415015,null,-0.417325,null,null
0.53255,null,null,0.490204,null
0.00746561,null,null,null,-0.00290685
0.976189,0.000507459,null,null,null
-0.405434,null,-0.380814,null,null
0.397366,null,null,0.389554,null
0.00898321,null,null,null,-0.00706284
0.976189,0.000507459,null,null,null
-0.405434,null,-0.380814,null,null
0.397366,null,null,0.389554,null
0.00898321,null,null,null,-0.00706284
0.976189,0.000507459,null,null,null
-0.405434,null,-0.380814,null,null
0.397366,null,null,0.389554,null
0.00898321,null,null,null,-0.00706284
0.973428,0.0021118,null,null,null
-0.477485,null,-0.611936,null,null
0.506439,null,null,0.357617,null
0.0019642,null,null,null,-0.00195351
0.969994,-0.0021117,null,null,null
-0.525764,null,-0.577017,null,null
0.413354,null,null,0.325217,null
-0.00317985,null,null,null,-0.0057978
0.965538,0.00295998,null,null,null
-0.372129,null,-0.406034,null,null
0.270226,null,null,0.400238,null
0.00373615,null,null,null,-0.00226125
0.96151,0.00522044,null,null,null
-0.426856,null,-0.516844,null,null
0.349069,null,null,0.197882,null
0.00291647,null,null,null,0.00286705
