t,accP
1,0
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,0
49,1
50,1
51,0
52,1
53,1
54,1
55,1
56,1
57,0
58,1
59,1
60,0
61,1
62,0
63,1
64,1
65,1
66,1
67,1
68,0
69,1
70,1
71,1
72,0
73,1
74,1
75,0
76,1
77,1
78,1
79,1
80,0
81,0
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,0
93,1
94,0
95,1
96,1
97,1
98,1
99,1
100,0
101,0
102,1
103,1
104,1
105,0
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,0
115,0
116,1
117,0
118,1
119,1
120,1
121,0
122,1
123,1
124,0
125,1
126,1
127,1
128,1
129,1
130,1
131,0
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,0
141,1
142,1
143,0
144,1
145,1
146,1
147,0
148,0
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,0
157,0
158,1
159,1
160,1
161,1
162,1
163,0
164,1
165,0
166,1
167,0
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,0
178,1
179,0
180,1
181,0
182,1
183,0
184,0
185,1
186,0
187,1
188,0
189,0
190,0
191,1
192,1
193,0
194,0
195,0
196,1
197,1
198,1
199,1
200,1
201,0
202,0
203,0
204,1
205,1
206,1
207,0
208,0
209,1
210,1
211,1
212,1
213,0
214,1
215,1
216,1
217,1
218,1
219,0
220,1
221,1
222,1
223,0
224,0
225,0
226,0
227,1
228,1
229,0
230,1
231,1
232,1
233,1
234,1
235,0
236,1
237,0
238,1
239,0
240,0
241,1
242,0
243,1
244,1
245,1
246,0
247,0
248,1
249,0
250,0
251,1
252,0
253,0
254,1
255,1
256,0
257,0
258,1
259,1
260,1
261,1
262,1
263,0
264,1
265,0
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,0
275,1
276,1
277,0
278,0
279,1
280,1
281,0
282,1
283,1
284,1
285,1
286,1
287,1
288,0
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,0
298,1
299,1
300,0
301,1
302,0
303,1
304,0
305,0
306,0
307,1
308,0
309,1
310,1
311,1
312,0
313,0
314,1
315,0
316,0
317,1
318,0
319,1
320,1
321,1
322,0
323,1
324,1
325,1
326,0
327,1
328,0
329,0
330,1
331,1
332,0
333,1
334,0
335,1
336,0
337,0
338,0
339,1
340,0
341,1
342,1
343,0
344,1
345,1
346,1
347,1
348,1
349,0
350,0
351,0
352,1
353,0
354,0
355,0
356,0
357,1
358,1
359,1
360,1
361,0
362,1
363,1
364,0
365,1
366,0
367,1
368,1
369,0
370,1
371,1
372,1
373,0
374,0
375,1
376,1
377,1
378,0
379,1
380,1
381,0
382,1
383,1
384,0
385,0
386,1
387,0
388,1
389,0
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,0
400,0
401,0
402,0
403,1
404,0
405,1
406,1
407,0
408,0
409,1
410,1
411,1
412,0
413,1
414,1
415,1
416,1
417,0
418,1
419,1
