t,accP
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,0
23,1
24,0
25,1
26,0
27,1
28,1
29,1
30,1
31,0
32,1
33,1
34,1
35,1
36,0
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,0
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,0
53,1
54,0
55,1
56,1
57,1
58,0
59,1
60,1
61,1
62,0
63,1
64,0
65,1
66,1
67,1
68,1
69,0
70,1
71,1
72,1
73,1
74,1
75,0
76,0
77,1
78,1
79,1
80,1
81,1
82,0
83,1
84,1
85,1
86,0
87,1
88,0
89,0
90,1
91,1
92,0
93,1
94,1
95,0
96,1
97,1
98,1
99,1
100,0
101,0
102,0
103,1
104,1
105,1
106,0
107,0
108,1
109,1
110,1
111,0
112,1
113,1
114,0
115,1
116,1
117,1
118,0
119,1
120,1
121,1
122,1
123,0
124,1
125,1
126,0
127,1
128,1
129,1
130,0
131,0
132,1
133,1
134,1
135,0
136,1
137,1
138,0
139,1
140,1
141,1
142,1
143,0
144,1
145,1
146,1
147,0
148,1
149,1
150,1
151,0
152,0
153,1
154,1
155,1
156,1
157,1
158,0
159,1
160,1
161,1
162,1
163,0
164,0
165,1
166,0
167,1
168,1
169,0
170,1
171,0
172,1
173,1
174,1
175,1
176,1
177,0
178,0
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,0
189,0
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,0
199,1
200,1
201,0
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,0
212,1
213,1
214,1
215,1
216,1
217,1
218,0
219,1
220,0
221,0
222,0
223,0
224,0
225,1
226,1
227,0
228,1
229,1
230,1
231,1
232,1
233,1
234,0
235,0
236,1
237,1
238,1
239,1
240,1
241,0
242,1
243,0
244,1
245,1
246,1
247,1
248,0
249,1
250,1
251,1
252,0
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,0
262,0
263,1
264,0
265,1
266,0
267,1
268,1
269,0
270,1
271,1
272,1
273,0
274,1
275,0
276,0
277,1
278,0
279,1
280,1
281,1
282,1
283,0
284,0
285,0
286,0
287,1
288,0
289,0
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,0
298,1
299,0
300,1
301,1
302,1
303,1
304,0
305,1
306,1
307,1
308,1
309,0
310,0
311,1
312,1
313,1
314,1
315,1
316,1
317,0
318,0
319,1
320,0
321,1
322,1
323,0
324,1
325,0
326,1
327,1
328,1
329,1
330,1
331,0
332,0
333,0
334,0
335,1
336,1
337,1
338,1
339,0
340,1
341,0
342,1
343,0
344,1
345,1
346,1
347,1
348,1
349,1
350,0
351,1
352,1
353,1
354,0
355,1
356,1
357,1
358,1
359,1
360,0
361,1
362,1
363,1
364,0
365,1
366,0
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,0
378,0
379,1
380,1
381,1
382,1
383,1
384,0
385,1
386,0
387,1
388,1
389,1
390,1
391,0
392,1
393,1
394,0
395,1
396,1
397,1
398,0
399,1
400,1
401,1
402,1
403,1
404,1
405,0
406,0
407,1
408,0
409,1
410,1
411,1
412,0
413,1
414,0
415,1
416,1
417,0
418,1
419,0
420,0
421,0
422,1
423,1
424,1
425,0
426,1
427,1
428,1
429,0
430,1
431,1
432,0
433,0
434,1
435,1
436,1
437,1
438,1
439,0
440,1
441,0
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,0
460,0
461,1
462,1
463,1
464,1
465,0
466,1
467,0
468,1
469,1
470,1
471,1
472,1
473,0
474,1
475,0
476,1
477,0
478,0
479,0
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,0
490,0
491,1
492,0
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,0
502,1
503,1
504,1
505,0
506,1
507,1
508,1
509,0
510,1
511,1
512,1
513,0
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,0
524,0
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,0
536,0
537,0
538,0
539,1
540,0
541,1
542,0
543,0
544,1
545,1
546,1
547,0
548,1
549,1
550,0
551,0
552,0
553,1
554,1
555,0
556,1
557,1
558,1
559,0
560,1
561,1
562,0
563,1
564,1
565,1
566,1
567,1
568,1
569,0
570,1
571,1
572,1
573,1
574,0
575,0
576,1
577,1
578,1
579,0
580,0
581,0
582,0
583,0
584,1
585,1
586,1
587,0
588,1
589,1
590,0
591,1
592,1
593,0
594,1
595,1
596,1
597,1
598,0
599,1
600,1
601,1
602,0
