t,accP
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,0
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,0
48,1
49,1
50,1
51,0
52,1
53,1
54,1
55,1
56,1
57,1
58,0
59,0
60,1
61,0
62,1
63,0
64,1
65,1
66,1
67,1
68,0
69,1
70,0
71,0
72,1
73,0
74,1
75,1
76,0
77,1
78,0
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,0
91,1
92,1
93,1
94,1
95,0
96,1
97,0
98,1
99,1
100,1
101,1
102,0
103,1
104,1
105,0
106,0
107,1
108,1
109,0
110,1
111,1
112,1
113,1
114,0
115,0
116,1
117,1
118,0
119,1
120,0
121,1
122,1
123,1
124,1
125,0
126,0
127,1
128,1
129,1
130,0
131,0
132,1
133,1
134,1
135,0
136,0
137,1
138,1
139,0
140,1
141,1
142,1
143,0
144,1
145,0
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,0
158,0
159,0
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,0
168,1
169,1
170,1
171,0
172,1
173,0
174,0
175,1
176,1
177,1
178,1
179,0
180,1
181,1
182,0
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,0
191,1
192,0
193,0
194,1
195,1
196,1
197,1
198,1
199,0
200,0
201,0
202,0
203,0
204,0
205,1
206,1
207,1
208,1
209,1
210,0
211,0
212,1
213,0
214,0
215,0
216,1
217,1
218,0
219,1
220,1
221,0
222,1
223,1
224,1
225,1
226,1
227,1
228,0
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,0
240,0
241,0
242,0
243,1
244,1
245,0
246,0
247,1
248,1
249,0
250,1
251,1
252,1
253,0
254,1
255,0
256,1
257,1
258,0
259,0
260,0
261,1
262,1
263,1
264,0
265,0
266,1
267,0
268,1
269,1
270,1
271,1
272,0
273,1
274,0
275,0
276,1
277,1
278,1
279,1
280,0
