t,accP
1,1
2,1
3,1
4,0
5,1
6,0
7,1
8,1
9,1
10,1
11,0
12,1
13,1
14,1
15,1
16,1
17,1
18,0
19,0
20,1
21,0
22,0
23,1
24,0
25,1
26,0
27,1
28,0
29,0
30,0
31,0
32,0
33,0
34,1
35,0
36,0
37,0
38,0
39,0
40,1
41,1
42,0
43,1
44,0
45,0
46,0
47,0
48,0
49,1
50,1
51,0
52,0
53,1
54,1
55,0
56,1
57,0
58,1
59,0
60,0
61,1
62,0
63,1
64,0
65,1
66,0
67,0
68,0
69,0
70,1
71,1
72,1
73,1
74,0
75,1
76,0
77,0
78,0
79,1
80,1
81,0
82,0
83,0
84,0
85,1
86,1
87,0
88,1
89,1
90,0
91,1
92,1
93,1
94,0
95,1
96,1
97,0
98,0
99,0
100,0
101,1
102,1
103,1
104,1
105,0
106,1
107,1
108,0
109,1
110,1
111,1
112,0
113,1
114,1
115,0
116,1
117,0
118,1
119,0
120,1
121,1
122,0
123,0
124,1
125,1
126,0
127,0
128,1
129,0
130,1
131,1
132,0
133,1
134,0
135,1
136,0
137,1
138,1
139,1
140,0
141,1
142,0
143,1
144,1
145,1
146,0
147,1
148,1
149,1
150,0
151,1
152,1
153,1
154,1
155,0
156,1
157,1
158,1
159,0
160,1
161,1
162,1
163,0
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,0
181,1
182,0
183,0
184,1
185,0
186,1
187,1
188,1
189,1
190,0
191,1
192,1
193,1
194,1
195,1
196,0
197,0
198,0
199,0
200,1
201,0
202,0
203,1
204,1
205,0
206,1
207,1
208,0
209,1
210,1
211,1
212,0
213,0
214,0
215,1
216,1
217,1
218,0
219,1
220,1
221,1
222,0
223,1
224,1
225,0
226,1
227,1
228,1
229,1
230,0
231,1
232,0
233,1
234,1
235,0
236,1
237,0
238,0
239,0
240,1
241,1
242,0
243,1
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,1
254,0
255,1
256,1
257,1
258,0
259,1
260,1
261,1
262,1
263,1
264,0
265,1
266,1
267,1
268,0
269,0
270,0
271,1
272,0
273,1
274,1
275,1
276,1
277,1
278,1
279,0
280,1
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,1
289,1
290,0
291,1
292,1
293,0
294,0
295,1
296,0
297,1
298,1
299,1
300,1
301,1
302,1
303,1
304,0
305,1
306,0
307,1
308,1
309,1
310,1
311,0
312,0
313,0
314,0
315,0
316,1
317,1
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,1
326,1
327,0
328,1
329,0
330,1
331,0
332,1
333,1
334,1
335,1
336,1
337,1
338,0
339,1
340,1
341,1
342,0
343,0
344,1
345,1
346,1
347,1
348,0
349,0
350,1
351,0
352,0
353,0
354,1
355,0
356,0
357,1
358,0
359,1
360,1
361,0
362,1
363,1
364,1
365,1
366,1
367,1
368,0
369,0
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,0
381,1
382,1
383,0
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,0
393,1
394,1
395,0
396,0
397,1
398,1
399,0
400,0
401,1
402,1
403,1
404,0
405,1
406,1
407,1
408,1
409,0
410,1
411,0
412,1
413,0
414,1
415,0
416,1
417,1
418,1
419,0
420,1
421,1
422,0
423,0
424,0
425,1
426,0
427,1
428,1
429,1
430,0
431,1
432,1
433,1
434,0
435,1
436,1
437,1
438,1
439,1
440,0
441,1
442,1
443,1
444,0
445,0
446,0
447,1
448,1
449,1
450,0
451,0
452,1
453,0
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,1
464,1
465,0
466,1
467,0
468,1
469,0
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,0
481,0
482,0
483,1
484,0
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,0
497,1
498,0
499,0
500,1
501,0
502,1
503,0
504,1
505,1
506,1
507,1
508,0
509,0
510,0
511,1
512,1
513,1
514,1
515,0
516,1
517,1
518,1
519,1
520,1
521,0
522,1
523,1
524,0
525,1
526,1
527,0
528,1
529,0
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,0
542,0
543,1
544,1
545,0
546,1
547,1
548,1
549,1
550,0
551,0
552,0
553,1
554,0
555,1
556,0
557,0
558,1
559,1
560,1
561,1
562,1
563,1
564,0
565,1
566,0
567,1
568,0
569,0
570,1
571,1
572,1
573,1
574,0
575,1
576,0
577,1
578,0
579,1
580,1
581,0
582,1
583,1
584,0
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,0
593,1
594,0
595,1
596,1
597,0
598,0
599,1
600,0
601,1
602,0
