ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.974711,0.0051326,null,null,null
0.00278631,null,0.0285284,null,null
-0.031627,null,null,0.0117262,null
-0.00113989,null,null,null,0.000958619
0.979074,0.010016,null,null,null
-0.00437645,null,0.0198311,null,null
-0.0318888,null,null,0.00796227,null
-0.00150855,null,null,null,0.000889031
0.982773,0.00743014,null,null,null
0.000810193,null,0.0143259,null,null
-0.0282787,null,null,0.0055153,null
-0.000523016,null,null,null,0.000210038
0.985296,0.0123061,null,null,null
0.000890119,null,0.0211164,null,null
-0.0315327,null,null,0.0101014,null
0.00153499,null,null,null,9.9022e-05
0.97983,0.0139011,null,null,null
-0.00066065,null,0.01823,null,null
-0.0234834,null,null,0.0112786,null
5.96419e-05,null,null,null,-0.00151546
0.978008,0.0150806,null,null,null
0.00861752,null,0.0207206,null,null
-0.0291427,null,null,0.00862324,null
0.00366085,null,null,null,0.000445785
0.977385,0.0173779,null,null,null
0.00952962,null,0.0255489,null,null
-0.0345811,null,null,0.0135765,null
0.00126403,null,null,null,-0.00051589
0.981548,0.0188623,null,null,null
0.00836154,null,0.0231425,null,null
-0.0306238,null,null,0.012801,null
-0.00013359,null,null,null,-0.000825016
0.97989,0.0190873,null,null,null
0.0106881,null,0.0256545,null,null
-0.0339173,null,null,0.0143232,null
-0.000872311,null,null,null,-8.29811e-06
0.977626,0.0147121,null,null,null
0.00472188,null,0.0246134,null,null
-0.0358477,null,null,0.0111473,null
0.000256955,null,null,null,0.000669199
0.983178,0.0179748,null,null,null
0.00738528,null,0.0250354,null,null
-0.0213849,null,null,0.0211861,null
-0.000941398,null,null,null,0.000350078
0.988119,0.0191072,null,null,null
0.00653205,null,0.0296574,null,null
-0.0247881,null,null,0.0165092,null
0.000259241,null,null,null,0.000451848
0.989332,0.0195201,null,null,null
-0.00405014,null,0.0299021,null,null
-0.0252822,null,null,0.0145782,null
0.00118103,null,null,null,-0.000107931
0.986106,0.0094342,null,null,null
-0.00262975,null,0.0293095,null,null
-0.0235465,null,null,0.00945609,null
-0.000212041,null,null,null,-0.000177791
0.983672,0.0133136,null,null,null
0.00263797,null,0.0270736,null,null
-0.024904,null,null,0.0142337,null
0.00116956,null,null,null,-0.00247302
0.983309,0.00868847,null,null,null
0.00991125,null,0.029063,null,null
-0.0285614,null,null,0.00739544,null
-0.000837596,null,null,null,-0.00187571
0.984545,0.0165026,null,null,null
0.00479568,null,0.0232246,null,null
-0.0257955,null,null,0.0103658,null
-0.000381509,null,null,null,0.000352554
0.981534,0.0148981,null,null,null
0.00880125,null,0.0144041,null,null
-0.0241237,null,null,0.0119423,null
-0.0017566,null,null,null,-8.63119e-06
0.98839,0.00817846,null,null,null
0.00494611,null,0.0240113,null,null
-0.0315586,null,null,0.00249397,null
-0.000686394,null,null,null,0.000211554
0.993684,0.00737508,null,null,null
-0.000779232,null,0.0236197,null,null
