t,cg_iters
1,27926
2,27677
3,28182
4,28202
5,28379
6,27999
7,28072
8,28050
9,28466
10,28411
11,28283
12,28344
13,28142
14,28892
15,28986
16,28984
17,28535
18,28661
19,29154
20,29659
21,14917
22,14708
23,14768
24,14650
25,14766
26,14586
27,14574
28,14740
29,14752
30,14948
31,14682
32,14683
33,14612
34,14747
35,14558
36,14572
37,14650
38,14634
39,14678
40,14848
41,9354
42,9159
43,9324
44,9406
45,9346
46,9290
47,9314
48,9282
49,9301
50,9324
51,9316
52,9394
53,9406
54,9440
55,9345
56,9200
57,9184
58,9263
59,9322
60,9366
61,9393
62,9317
63,9207
64,9257
65,9296
66,9295
67,9405
68,9291
69,9247
70,9302
71,9318
72,9231
73,9363
74,9453
75,9404
76,9457
77,9417
78,9456
79,9475
80,9363
81,9469
82,9377
83,9412
84,9407
85,9330
86,9324
87,9314
88,9332
89,9405
90,9434
91,9450
92,9464
93,9525
94,9426
95,9442
96,9356
97,9359
98,9355
99,9361
100,9435
101,8504
102,8498
103,8640
104,8473
105,8407
106,8424
107,8481
108,8452
109,8485
110,8427
111,8515
112,8460
113,8420
114,8424
115,8561
116,8587
117,8517
118,8516
119,8483
120,8594
121,8571
122,8541
123,8528
124,8636
125,8567
126,8633
127,8559
128,8658
129,8518
130,8511
131,8530
132,8528
133,8491
134,8582
135,8597
136,8723
137,8648
138,8517
139,8611
140,8653
141,8608
142,8727
143,8632
144,8691
145,8682
146,8760
147,8668
148,8533
149,8474
150,8472
151,8582
152,8579
153,8570
154,8417
155,8570
156,8618
157,8607
158,8530
159,8504
160,8490
161,8565
162,8547
163,8413
164,8390
165,8491
166,8445
167,8477
168,8448
169,8439
170,8423
171,8483
172,8423
173,8419
174,8467
175,8398
176,8389
177,8473
178,8548
179,8533
180,8516
181,8631
182,8541
183,8488
184,8584
185,8401
186,8347
187,8334
188,8472
189,8594
190,8580
191,8521
192,8469
193,8506
194,8627
195,8620
196,8604
197,8581
198,8624
199,8542
200,8467
201,7570
202,7562
203,7460
204,7461
205,7474
206,7512
207,7572
208,7570
209,7522
210,7647
211,7687
212,7703
213,7635
214,7517
215,7535
216,7577
217,7547
218,7652
219,7624
220,7587
221,7692
222,7674
223,7607
224,7677
225,7621
226,7713
227,7609
228,7728
229,7698
230,7755
231,7646
232,7691
233,7613
234,7656
235,7579
236,7573
237,7580
238,7549
239,7530
240,7534
241,7481
242,7541
243,7621
244,7648
245,7586
246,7624
247,7580
248,7560
249,7581
250,7603
251,7563
252,7554
253,7670
254,7599
255,7561
256,7670
257,7609
258,7588
259,7552
260,7582
261,7706
262,7627
263,7629
264,7575
265,7663
266,7761
267,7646
268,7641
269,7662
270,7623
271,7622
272,7592
273,7584
274,7635
275,7662
276,7615
277,7658
278,7649
279,7533
280,7537
281,7558
282,7619
283,7615
284,7559
285,7536
286,7643
287,7643
288,7621
289,7564
290,7618
291,7581
292,7629
293,7618
294,7689
295,7671
296,7606
297,7619
298,7608
299,7722
300,7601
301,7604
302,7631
303,7610
304,7607
305,7592
306,7606
307,7563
308,7548
309,7563
310,7581
311,7564
312,7550
313,7596
314,7591
315,7630
316,7665
317,7644
318,7621
319,7602
320,7659
321,7628
322,7595
323,7594
324,7613
325,7626
326,7618
327,7635
328,7674
329,7607
330,7619
331,7618
332,7635
333,7589
334,7678
335,7651
336,7651
337,7719
338,7741
339,7709
340,7730
341,7617
342,7679
343,7751
344,7728
345,7640
346,7722
347,7738
348,7648
349,7599
350,7701
351,7693
352,7631
353,7546
354,7544
355,7513
356,7547
357,7528
358,7573
359,7526
360,7576
361,7592
362,7545
363,7513
364,7742
365,7648
366,7607
367,7667
368,7597
369,7602
370,7511
371,7528
372,7579
373,7543
374,7558
375,7556
376,7544
377,7550
378,7537
379,7607
380,7540
381,7494
382,7610
383,7562
384,7601
385,7560
386,7611
387,7553
388,7617
389,7565
390,7525
391,7521
392,7591
393,7582
394,7600
395,7627
396,7626
397,7533
398,7571
399,7673
400,7678
401,7548
402,7582
403,7564
404,7564
405,7622
406,7644
407,7647
408,7751
409,7680
410,7770
411,7724
412,7702
413,7627
414,7547
415,7594
416,7571
417,7511
418,7601
419,7616
420,7636
421,7594
422,7598
423,7571
424,7543
425,7597
426,7675
427,7673
428,7712
429,7584
430,7586
431,7553
432,7592
433,7566
434,7571
435,7591
436,7782
437,7633
438,7534
439,7632
440,7693
441,7681
442,7603
443,7603
444,7540
445,7564
446,7647
447,7607
448,7640
449,7628
450,7528
451,7562
452,7581
453,7553
454,7637
455,7693
456,7671
457,7689
458,7628
459,7628
460,7579
461,7539
462,7530
463,7594
464,7548
465,7492
466,7613
467,7690
468,7612
469,7658
470,7701
471,7669
472,7623
473,7633
474,7649
475,7688
476,7507
477,7605
478,7635
479,7776
480,7669
481,7747
482,7720
483,7656
484,7585
485,7510
486,7512
487,7529
488,7573
489,7551
490,7558
491,7532
492,7632
493,7502
494,7556
495,7639
496,7599
497,7644
498,7746
499,7685
500,7591
501,7618
502,7574
503,7598
504,7620
505,7701
506,7670
507,7681
508,7678
509,7620
510,7565
511,7599
512,7569
513,7546
514,7592
515,7587
516,7533
517,7560
518,7582
519,7534
520,7536
521,7562
522,7567
523,7690
524,7652
525,7584
526,7625
527,7566
528,7545
529,7627
530,7564
531,7632
532,7645
533,7501
534,7533
535,7534
536,7553
537,7627
538,7642
539,7621
540,7604
541,7560
542,7582
543,7520
544,7509
545,7571
546,7621
547,7652
548,7583
549,7597
550,7634
551,7694
552,7586
553,7537
554,7579
555,7563
556,7581
557,7683
558,7780
559,7694
560,7627
561,7553
562,7570
563,7514
564,7577
565,7633
566,7573
567,7566
568,7466
569,7539
570,7622
571,7698
572,7629
573,7636
574,7590
575,7540
576,7579
577,7530
578,7570
579,7593
580,7541
581,7679
582,7647
583,7493
584,7561
585,7563
586,7567
587,7585
588,7680
589,7665
590,7643
591,7574
592,7628
593,7644
594,7621
595,7682
596,7615
597,7692
598,7701
599,7723
600,7724
601,7635
602,7660
603,7580
604,7570
605,7598
606,7614
607,7559
608,7648
609,7649
610,7719
611,7646
612,7610
613,7543
614,7568
615,7575
616,7532
617,7523
618,7575
619,7659
620,7637
621,7715
622,7733
623,7581
624,7549
625,7513
626,7539
627,7603
628,7504
629,7561
630,7618
631,7707
632,7714
633,7693
634,7740
635,7769
636,7677
637,7594
638,7540
639,7585
640,7647
641,7606
642,7619
643,7637
644,7660
645,7622
646,7626
647,7580
648,7619
649,7644
650,7524
651,7559
652,7594
653,7663
654,7649
655,7578
656,7603
657,7623
658,7687
659,7747
660,7618
661,7602
662,7664
663,7720
664,7734
665,7675
666,7650
667,7538
668,7540
669,7552
670,7601
671,7561
672,7628
673,7655
674,7742
675,7683
676,7626
677,7684
678,7650
679,7701
680,7662
681,7614
682,7635
683,7573
684,7642
685,7581
686,7666
687,7620
688,7622
689,7602
690,7581
691,7552
692,7721
693,7601
694,7756
695,7752
696,7636
697,7607
698,7589
699,7550
700,7591
701,7652
702,7687
703,7713
704,7614
705,7615
706,7574
707,7601
708,7599
709,7594
710,7617
711,7514
712,7514
713,7553
714,7563
715,7682
716,7648
717,7700
718,7680
719,7662
720,7688
721,7600
722,7661
723,7599
724,7640
725,7571
726,7595
727,7595
728,7566
729,7539
730,7579
731,7485
732,7573
733,7697
734,7666
735,7665
736,7636
737,7625
738,7617
739,7708
740,7643
741,7652
742,7619
743,7590
744,7632
745,7658
746,7872
747,7680
748,7755
749,7672
750,7690
751,7679
752,7681
753,7598
754,7655
755,7764
756,7676
757,7664
758,7777
759,7662
760,7649
761,7534
762,7537
763,7594
764,7522
765,7640
766,7604
767,7623
768,7606
769,7576
770,7616
771,7584
772,7598
773,7566
774,7595
775,7658
776,7626
777,7636
778,7663
779,7621
780,7647
781,7785
782,7815
783,7748
784,7698
785,7720
786,7695
787,7744
788,7794
789,7636
790,7629
791,7646
792,7793
793,7728
794,7699
795,7626
796,7597
797,7615
798,7633
799,7677
800,7637
801,7743
802,7664
803,7693
804,7697
805,7715
806,7780
807,7673
808,7558
809,7599
810,7699
811,7808
812,7672
813,7794
814,7825
815,7717
816,7710
817,7534
818,7546
819,7610
820,7670
821,7666
822,7685
823,7685
824,7651
825,7673
826,7666
827,7623
828,7620
829,7581
830,7598
831,7726
832,7627
833,7711
834,7607
835,7558
836,7608
837,7678
838,7602
839,7641
840,7625
841,7639
842,7754
843,7664
844,7670
845,7722
846,7728
847,7644
848,7686
849,7662
850,7635
851,7637
852,7526
853,7667
854,7635
855,7600
856,7575
857,7614
858,7572
859,7503
860,7609
861,7596
862,7639
863,7671
864,7597
865,7589
866,7664
867,7546
868,7533
869,7551
870,7629
871,7586
872,7543
873,7548
874,7579
875,7633
876,7603
877,7680
878,7599
879,7566
880,7557
881,7624
882,7664
883,7611
884,7643
885,7611
886,7600
887,7639
888,7555
889,7550
890,7652
891,7591
892,7616
893,7696
894,7664
895,7592
896,7530
897,7526
898,7569
899,7592
900,7611
901,7623
902,7587
903,7608
904,7575
905,7608
906,7663
907,7654
908,7645
909,7602
910,7698
911,7692
912,7585
913,7563
914,7540
915,7491
916,7477
917,7626
918,7546
919,7612
920,7505
921,7611
922,7616
923,7721
924,7683
925,7680
926,7658
927,7580
928,7627
929,7548
930,7611
931,7539
932,7590
933,7565
934,7634
935,7661
936,7689
937,7646
938,7657
939,7707
940,7688
941,7732
942,7727
943,7617
944,7601
945,7610
946,7682
947,7612
948,7536
949,7616
950,7565
951,7605
952,7637
953,7562
954,7625
955,7636
956,7574
957,7610
958,7689
959,7729
960,7716
961,7663
962,7655
963,7591
964,7571
965,7591
966,7571
967,7611
968,7657
969,7675
970,7659
971,7637
972,7567
973,7581
974,7552
975,7601
976,7699
977,7623
978,7586
979,7557
980,7588
981,7626
982,7592
983,7671
984,7707
985,7664
986,7724
987,7815
988,7762
989,7742
990,7850
991,7818
992,7807
993,7758
994,7640
995,7576
996,7615
997,7626
998,7718
999,7540
1000,7604
1001,7565
1002,7657
1003,7695
1004,7652
1005,7635
1006,7623
1007,7721
1008,7637
1009,7540
1010,7533
1011,7572
1012,7691
1013,7628
1014,7817
1015,7667
1016,7690
1017,7671
1018,7704
1019,7638
1020,7675
1021,7599
1022,7597
1023,7662
1024,7747
1025,7718
1026,7797
1027,7769
1028,7646
1029,7657
1030,7764
1031,7763
1032,7566
1033,7599
1034,7679
1035,7646
1036,7648
1037,7644
1038,7774
1039,7749
1040,7686
1041,7741
1042,7681
1043,7666
1044,7659
1045,7677
1046,7615
1047,7582
1048,7592
1049,7755
1050,7738
1051,7662
1052,7717
1053,7691
1054,7683
1055,7693
1056,7765
1057,7809
1058,7791
1059,7743
1060,7701
1061,7736
1062,7717
1063,7663
1064,7677
1065,7657
1066,7657
1067,7713
1068,7696
1069,7706
1070,7645
1071,7650
1072,7630
1073,7694
1074,7605
1075,7617
1076,7620
1077,7604
1078,7609
1079,7684
1080,7619
1081,7635
1082,7626
1083,7612
1084,7682
1085,7686
1086,7733
1087,7681
1088,7596
1089,7516
1090,7559
1091,7576
1092,7565
1093,7557
1094,7646
1095,7744
1096,7700
1097,7713
1098,7713
1099,7653
1100,7760
1101,7729
1102,7645
1103,7636
1104,7581
1105,7570
1106,7680
1107,7777
1108,7726
1109,7695
1110,7657
1111,7634
1112,7625
1113,7555
1114,7640
1115,7635
1116,7537
1117,7636
1118,7650
1119,7614
1120,7650
1121,7615
1122,7579
1123,7602
1124,7609
1125,7614
1126,7577
1127,7575
1128,7575
1129,7571
1130,7595
1131,7590
1132,7718
1133,7691
1134,7632
1135,7705
1136,7660
1137,7603
1138,7726
1139,7792
1140,7676
1141,7797
1142,7778
1143,7700
1144,7636
1145,7629
1146,7560
1147,7545
1148,7597
1149,7663
1150,7604
1151,7666
1152,7638
1153,7662
1154,7545
1155,7683
1156,7694
1157,7697
1158,7556
1159,7540
1160,7602
1161,7572
1162,7533
1163,7521
1164,7551
1165,7662
1166,7674
1167,7581
1168,7621
1169,7594
1170,7588
1171,7665
1172,7551
1173,7571
1174,7650
1175,7644
1176,7617
1177,7580
1178,7689
1179,7630
1180,7681
1181,7583
1182,7579
1183,7550
1184,7607
1185,7581
1186,7691
1187,7558
1188,7592
1189,7556
1190,7564
1191,7543
1192,7530
1193,7573
1194,7653
1195,7615
1196,7617
1197,7627
1198,7606
1199,7623
1200,7629
1201,7732
1202,7778
1203,7693
1204,7577
1205,7542
1206,7545
1207,7641
1208,7641
1209,7684
1210,7674
1211,7703
1212,7719
1213,7685
1214,7715
1215,7722
1216,7677
1217,7725
1218,7627
1219,7621
1220,7725
1221,7726
1222,7704
1223,7652
1224,7668
1225,7720
1226,7624
1227,7599
1228,7624
1229,7720
1230,7639
1231,7656
1232,7649
1233,7629
1234,7706
1235,7569
1236,7526
1237,7558
1238,7598
1239,7754
1240,7797
1241,7747
1242,7688
1243,7646
1244,7748
1245,7638
1246,7680
1247,7711
1248,7685
1249,7709
1250,7685
1251,7727
1252,7635
1253,7681
1254,7663
1255,7659
1256,7835
1257,7642
1258,7603
1259,7624
1260,7623
1261,7574
1262,7686
1263,7593
1264,7554
1265,7540
1266,7557
1267,7590
1268,7582
1269,7659
1270,7714
1271,7654
1272,7614
1273,7568
1274,7641
1275,7636
1276,7667
1277,7588
1278,7634
1279,7621
1280,7586
1281,7643
1282,7613
1283,7678
1284,7769
1285,7738
1286,7751
1287,7641
1288,7673
1289,7674
1290,7662
1291,7834
1292,7662
1293,7722
1294,7642
1295,7714
1296,7713
1297,7571
1298,7642
1299,7637
1300,7567
1301,7652
1302,7717
1303,7778
1304,7663
1305,7617
1306,7656
1307,7596
1308,7687
1309,7660
1310,7649
1311,7689
1312,7638
1313,7650
1314,7742
1315,7701
1316,7651
1317,7593
1318,7668
1319,7578
1320,7650
1321,7584
1322,7547
1323,7543
1324,7482
1325,7489
1326,7497
1327,7546
1328,7554
1329,7591
1330,7621
1331,7675
1332,7608
1333,7592
1334,7627
1335,7593
1336,7645
1337,7663
1338,7611
1339,7550
1340,7617
1341,7661
1342,7541
1343,7552
1344,7587
1345,7544
1346,7622
1347,7594
1348,7624
1349,7597
1350,7627
1351,7609
1352,7695
1353,7702
1354,7689
1355,7596
1356,7597
1357,7536
1358,7583
1359,7518
1360,7607
1361,7580
1362,7531
1363,7461
1364,7612
1365,7651
1366,7642
1367,7538
1368,7461
1369,7543
1370,7607
1371,7674
1372,7634
1373,7566
1374,7593
1375,7605
1376,7634
1377,7620
1378,7706
1379,7700
1380,7607
1381,7687
1382,7658
1383,7613
1384,7537
1385,7505
1386,7636
1387,7641
1388,7619
1389,7596
1390,7657
1391,7677
1392,7582
1393,7596
1394,7626
1395,7564
1396,7537
1397,7533
1398,7611
1399,7579
1400,7685
1401,7634
1402,7556
1403,7668
1404,7678
1405,7607
1406,7552
1407,7581
1408,7536
1409,7635
1410,7546
1411,7567
1412,7626
1413,7616
1414,7681
1415,7600
1416,7592
1417,7604
1418,7613
1419,7621
1420,7642
1421,7612
1422,7682
1423,7589
1424,7573
1425,7565
1426,7550
1427,7518
1428,7532
1429,7539
1430,7650
1431,7718
1432,7645
1433,7655
1434,7654
1435,7649
1436,7617
1437,7653
1438,7609
1439,7602
1440,7576
1441,7584
1442,7568
1443,7604
1444,7618
1445,7653
1446,7591
1447,7569
1448,7653
1449,7633
1450,7669
1451,7623
1452,7581
1453,7542
1454,7639
1455,7587
1456,7629
1457,7641
1458,7695
1459,7658
1460,7703
1461,7675
1462,7598
1463,7529
1464,7566
1465,7568
1466,7501
1467,7514
1468,7545
1469,7573
1470,7500
1471,7571
1472,7599
1473,7541
1474,7635
1475,7592
1476,7617
1477,7597
1478,7576
1479,7535
1480,7530
1481,7558
1482,7548
1483,7654
1484,7591
1485,7559
1486,7526
1487,7526
1488,7577
1489,7550
1490,7591
1491,7610
1492,7532
1493,7539
1494,7477
1495,7606
1496,7628
1497,7589
1498,7588
1499,7553
1500,7596
1501,7541
1502,7618
1503,7567
1504,7647
1505,7652
1506,7575
1507,7607
1508,7578
1509,7533
1510,7521
1511,7570
1512,7532
1513,7560
1514,7668
1515,7599
1516,7646
1517,7625
1518,7564
1519,7581
1520,7565
1521,7645
1522,7654
1523,7548
1524,7548
1525,7582
1526,7575
1527,7588
1528,7611
1529,7582
1530,7528
1531,7568
1532,7607
1533,7659
1534,7664
1535,7674
1536,7683
1537,7816
1538,7748
1539,7802
1540,7759
1541,7696
1542,7746
1543,7631
1544,7665
1545,7723
1546,7640
1547,7748
1548,7693
1549,7656
1550,7577
1551,7570
1552,7674
1553,7721
1554,7689
1555,7738
1556,7623
1557,7638
1558,7587
1559,7558
1560,7589
1561,7639
1562,7605
1563,7627
1564,7565
1565,7637
1566,7580
1567,7548
1568,7469
1569,7554
1570,7594
1571,7574
1572,7640
1573,7665
1574,7631
1575,7601
1576,7596
1577,7614
1578,7553
1579,7494
1580,7661
1581,7652
1582,7653
1583,7639
1584,7591
1585,7612
1586,7623
1587,7567
1588,7663
1589,7615
1590,7628
1591,7576
1592,7581
1593,7576
1594,7581
1595,7617
1596,7526
1597,7569
1598,7591
1599,7672
1600,7590
1601,7596
1602,7572
1603,7534
1604,7498
1605,7549
1606,7562
1607,7543
1608,7521
1609,7533
1610,7597
1611,7646
