t,accP
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,0
42,1
43,0
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,0
61,0
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,0
75,1
76,0
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,0
87,1
88,1
89,1
90,1
91,1
92,1
93,0
94,1
95,0
96,1
97,1
98,0
99,1
100,0
101,1
102,1
103,1
104,1
105,1
106,1
107,0
108,1
109,1
110,0
111,0
112,1
113,1
114,0
115,1
116,1
117,1
118,0
119,0
120,1
121,1
122,0
123,1
124,1
125,0
126,1
127,0
128,1
129,0
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,0
149,0
150,1
151,1
152,0
153,1
154,1
155,0
156,1
157,0
158,1
159,1
160,1
161,1
162,1
163,0
164,1
165,1
166,1
167,1
168,1
169,0
170,0
171,1
172,1
173,1
174,0
175,1
176,1
177,0
178,1
179,1
180,0
181,1
182,0
183,1
184,0
185,0
186,1
187,0
188,0
189,1
190,0
191,0
192,1
193,1
194,1
195,0
196,1
197,1
198,1
199,0
200,0
201,1
202,1
203,1
204,1
205,1
206,0
207,0
208,1
209,1
210,0
211,0
212,1
213,1
214,1
215,1
216,0
217,0
218,0
219,0
220,1
221,1
222,1
223,1
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,1
233,1
234,1
235,0
236,0
237,0
238,1
239,1
240,0
241,1
242,0
243,1
244,1
245,0
246,0
247,0
248,0
249,0
250,1
251,1
252,0
253,1
254,1
255,1
256,0
257,0
258,0
259,1
260,1
261,0
262,0
263,1
264,1
265,1
266,1
267,0
268,0
269,1
270,1
271,0
272,1
273,1
274,1
275,1
276,0
277,1
278,0
279,0
280,1
281,1
282,0
283,1
284,0
285,1
286,1
287,0
288,1
289,1
290,0
291,1
292,1
293,1
294,0
295,1
296,1
297,1
298,1
299,1
300,1
301,1
302,1
303,1
304,0
305,1
306,1
307,1
308,0
309,0
310,1
311,0
312,1
313,1
314,1
315,0
316,1
317,0
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,0
326,1
327,0
328,1
329,0
330,1
331,1
332,1
333,0
334,1
335,1
336,1
337,0
338,0
339,1
340,1
341,1
342,0
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,0
351,1
352,0
353,0
354,0
355,1
356,1
357,1
358,1
359,1
360,0
361,1
362,1
363,0
364,0
365,0
366,1
367,1
368,1
369,0
370,0
371,1
372,1
373,1
374,0
375,1
376,0
377,1
378,0
379,1
380,1
381,1
382,1
383,1
384,1
385,0
386,0
387,1
388,1
389,1
390,0
391,0
392,1
393,1
394,1
395,1
396,0
397,1
398,1
399,0
400,0
401,1
402,1
403,1
404,1
405,0
406,0
407,0
408,1
409,1
410,1
411,1
412,1
413,0
414,1
415,1
416,1
417,1
418,0
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,0
427,1
428,1
429,1
430,1
431,0
432,0
433,1
434,1
435,1
436,0
437,1
438,1
439,0
440,1
441,1
442,0
443,1
444,0
445,0
446,0
447,0
448,1
449,0
450,1
451,1
452,1
453,0
454,1
455,1
456,0
457,0
458,0
459,1
460,0
461,1
462,0
463,1
464,1
465,0
466,1
467,1
468,1
469,1
470,1
471,1
472,0
473,0
474,0
475,0
476,1
477,0
478,0
479,1
480,0
481,1
482,1
483,0
484,1
485,1
486,0
487,0
488,1
489,1
490,1
491,0
492,1
493,1
494,0
495,1
496,1
497,0
498,1
499,0
500,1
501,1
502,1
503,1
504,0
505,1
506,1
507,1
508,0
509,0
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,0
518,1
519,1
520,0
521,1
522,0
523,1
524,1
525,0
526,0
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,0
536,1
537,1
538,0
539,1
540,0
541,1
542,1
543,1
544,1
545,1
546,1
547,0
548,0
549,0
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,0
558,1
559,1
560,1
561,1
562,1
563,0
564,0
565,0
566,0
567,1
568,1
569,1
570,0
571,1
572,0
573,0
574,0
575,1
576,0
577,0
578,1
579,1
580,1
581,1
582,1
583,0
584,0
585,0
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,0
594,1
595,1
596,1
597,1
598,1
599,1
600,0
601,1
602,0
