ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.986225,-0.00806551,null,null,null
0.0107418,null,-0.00798814,null,null
0.00500654,null,null,0.00399611,null
-0.000101805,null,null,null,-0.000634222
0.984086,-0.00164151,null,null,null
0.00762374,null,-0.00755411,null,null
0.00307929,null,null,0.00593477,null
0.00280964,null,null,null,0.000158385
0.979921,-0.00415046,null,null,null
0.0110008,null,-0.00750796,null,null
0.00528956,null,null,0.00441054,null
0.00210285,null,null,null,-0.00291929
0.987858,0.000282817,null,null,null
0.0103132,null,-0.00454762,null,null
0.00824016,null,null,0.00335542,null
0.00138967,null,null,null,-0.0028967
0.986406,-0.00150486,null,null,null
0.0117194,null,0.00273,null,null
0.0113411,null,null,0.00462814,null
-0.000437247,null,null,null,-0.00323148
0.980777,-0.00167033,null,null,null
0.0141989,null,0.00041075,null,null
0.0107759,null,null,0.00674904,null
0.00349512,null,null,null,-0.000986395
0.976196,0.00138503,null,null,null
0.0146531,null,-7.04979e-05,null,null
0.0104954,null,null,0.00494788,null
0.00139261,null,null,null,0.00162192
0.974812,0.00102536,null,null,null
0.0121468,null,0.00197611,null,null
0.0133736,null,null,0.00018283,null
0.0021298,null,null,null,-0.000207659
0.973979,0.00110226,null,null,null
0.0135525,null,0.00232721,null,null
0.0140117,null,null,-0.00214903,null
-0.000310893,null,null,null,-0.00178853
0.966944,-0.00593785,null,null,null
0.0112478,null,0.00378346,null,null
0.0165003,null,null,-0.00455022,null
0.00114998,null,null,null,-0.000967598
0.969885,-0.00444511,null,null,null
0.0138116,null,0.00343663,null,null
0.0109236,null,null,-0.000748076,null
0.000603155,null,null,null,0.000641751
0.969885,-0.00444511,null,null,null
0.0138116,null,0.00343663,null,null
0.0109236,null,null,-0.000748076,null
0.000603155,null,null,null,0.000641751
0.971384,-0.00407561,null,null,null
0.0113369,null,0.00513215,null,null
0.00891139,null,null,0.00368806,null
0.0001349,null,null,null,-0.00062936
0.972121,-0.000517075,null,null,null
0.0101277,null,0.00234766,null,null
0.0062173,null,null,-0.00118945,null
-0.00090638,null,null,null,-0.00173736
0.96732,-0.000939725,null,null,null
