t,accP
1,0
2,0
3,0
4,0
5,0
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,0
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,0
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,0
64,0
65,1
66,1
67,1
68,1
69,1
70,0
71,0
72,1
73,0
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,0
82,1
83,1
84,0
85,1
86,1
87,1
88,0
89,0
90,0
91,1
92,1
93,0
94,0
95,0
96,0
97,0
98,1
99,1
100,1
101,1
102,1
103,0
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,0
119,0
120,0
121,1
122,1
123,0
124,1
125,1
126,1
127,0
128,0
129,1
130,0
131,1
132,1
133,1
134,0
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,0
145,1
146,1
147,0
148,0
149,1
150,0
151,1
152,1
153,1
154,0
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,0
166,0
167,1
168,1
169,0
170,1
171,1
172,0
173,1
174,0
175,1
176,1
177,1
178,1
179,1
180,0
181,0
182,1
183,0
184,1
185,1
186,1
187,1
188,1
189,0
190,1
191,1
192,0
193,1
194,0
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,0
204,0
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,0
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,0
228,0
229,1
230,1
231,1
232,1
233,1
234,1
235,0
236,1
237,0
238,0
239,0
240,1
241,1
242,0
243,1
244,0
245,1
246,0
247,1
248,1
249,1
250,1
251,0
252,1
253,0
254,0
255,1
256,0
257,1
258,1
259,0
260,1
261,1
262,1
263,1
264,1
265,0
266,1
267,0
268,1
269,1
270,1
271,0
272,1
273,1
274,1
275,1
276,1
277,0
278,1
279,0
280,1
