t,accP
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,0
44,1
45,1
46,1
47,1
48,1
49,1
50,0
51,1
52,1
53,1
54,1
55,1
56,0
57,1
58,1
59,0
60,0
61,1
62,1
63,1
64,1
65,1
66,0
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,0
80,1
81,0
82,1
83,1
84,0
85,1
86,0
87,0
88,1
89,0
90,1
91,1
92,1
93,0
94,0
95,0
96,1
97,0
98,1
99,1
100,1
101,0
102,1
103,1
104,0
105,0
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,0
114,1
115,0
116,1
117,0
118,1
119,1
120,0
121,1
122,0
123,0
124,1
125,1
126,1
127,1
128,1
129,1
130,0
131,1
132,1
133,1
134,1
135,1
136,0
137,1
138,0
139,1
140,0
141,1
142,1
143,1
144,1
145,0
146,0
147,1
148,1
149,0
150,0
151,1
152,0
153,1
154,1
155,1
156,0
157,0
158,1
159,1
160,1
161,1
162,1
163,0
164,0
165,0
166,0
167,1
168,1
169,1
170,1
171,1
172,0
173,1
174,1
175,0
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,0
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,0
202,1
203,0
204,1
205,1
206,1
207,1
208,0
209,1
210,1
211,1
212,1
213,1
214,0
215,0
216,0
217,1
218,0
219,1
220,1
221,0
222,0
223,0
224,1
225,1
226,1
227,0
228,0
229,0
230,1
231,0
232,0
233,1
234,1
235,1
236,1
237,0
238,1
239,1
240,0
241,0
242,1
243,1
244,1
245,0
246,1
247,1
248,1
249,0
250,0
251,1
252,0
253,1
254,0
255,1
256,1
257,1
258,1
259,0
260,1
261,1
262,0
263,1
264,0
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,0
277,1
278,0
279,0
280,1
281,1
282,0
283,0
284,0
285,0
286,1
287,1
288,0
289,0
290,0
291,1
292,1
293,1
294,1
295,0
296,1
297,1
298,1
299,1
300,0
301,0
302,1
303,1
304,1
305,0
306,0
307,1
308,1
309,1
310,0
311,1
312,1
313,0
314,0
315,1
316,1
317,1
318,1
319,1
320,0
321,1
322,0
323,0
324,0
325,1
326,1
327,1
328,1
329,0
330,1
331,0
332,0
333,1
334,1
335,0
336,0
337,1
338,1
339,1
340,1
341,0
342,0
343,1
344,1
345,1
346,0
347,1
348,0
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,0
357,1
358,0
359,1
360,0
361,1
362,0
363,1
364,0
365,0
366,1
367,1
368,0
369,1
370,1
371,0
372,1
373,1
374,1
375,1
376,0
377,1
378,1
379,1
380,1
381,0
382,1
383,0
384,1
385,1
386,1
387,0
388,1
389,0
390,0
391,0
392,0
393,0
394,1
395,1
396,1
397,0
398,1
399,0
400,1
401,0
402,1
403,0
404,1
405,1
406,1
407,1
408,1
409,0
410,1
411,1
412,1
413,1
414,1
415,1
416,0
417,1
418,1
419,1
420,0
421,0
422,1
423,1
424,0
425,0
426,0
427,1
428,0
429,1
430,1
431,1
432,1
433,0
434,1
435,1
436,0
437,0
438,0
439,1
440,1
441,0
442,1
443,0
444,0
445,1
446,0
447,0
448,1
449,1
450,1
451,1
452,1
453,1
454,0
455,1
456,1
457,0
458,1
459,1
460,1
461,1
462,1
463,0
464,1
465,1
466,1
467,0
468,0
469,1
470,1
471,1
472,0
473,1
474,1
475,0
476,0
477,1
478,0
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,0
488,1
489,1
490,0
491,0
492,1
493,1
494,1
495,1
496,1
497,1
498,0
499,1
500,0
501,0
502,1
503,0
504,1
505,1
506,0
507,0
508,1
509,1
510,0
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,0
520,0
521,1
522,1
523,0
524,1
525,1
526,0
527,0
528,1
529,1
530,0
531,1
532,0
533,1
534,1
535,1
536,1
537,1
538,0
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,0
548,1
549,1
550,1
551,1
552,0
553,1
554,1
555,1
556,0
557,0
558,1
559,1
560,1
561,0
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,0
570,0
571,0
572,0
573,0
574,1
575,0
576,1
577,1
578,1
579,1
580,0
581,0
582,1
583,1
584,1
585,1
586,0
587,1
588,0
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,0
599,0
600,1
601,1
602,1
