ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.994823,0.0245605,null,null,null
0.292536,null,-0.356206,null,null
-0.442808,null,null,0.0974364,null
-0.0028669,null,null,null,-0.00607877
0.994823,0.0245605,null,null,null
0.292536,null,-0.356206,null,null
-0.442808,null,null,0.0974364,null
-0.0028669,null,null,null,-0.00607877
0.994823,0.0245605,null,null,null
0.292536,null,-0.356206,null,null
-0.442808,null,null,0.0974364,null
-0.0028669,null,null,null,-0.00607877
0.994823,0.0245605,null,null,null
0.292536,null,-0.356206,null,null
-0.442808,null,null,0.0974364,null
-0.0028669,null,null,null,-0.00607877
0.994823,0.0245605,null,null,null
0.292536,null,-0.356206,null,null
-0.442808,null,null,0.0974364,null
-0.0028669,null,null,null,-0.00607877
0.994823,0.0245605,null,null,null
0.292536,null,-0.356206,null,null
-0.442808,null,null,0.0974364,null
-0.0028669,null,null,null,-0.00607877
0.994823,0.0245605,null,null,null
0.292536,null,-0.356206,null,null
-0.442808,null,null,0.0974364,null
-0.0028669,null,null,null,-0.00607877
0.994823,0.0245605,null,null,null
0.292536,null,-0.356206,null,null
-0.442808,null,null,0.0974364,null
-0.0028669,null,null,null,-0.00607877
0.994823,0.0245605,null,null,null
0.292536,null,-0.356206,null,null
-0.442808,null,null,0.0974364,null
-0.0028669,null,null,null,-0.00607877
0.994823,0.0245605,null,null,null
0.292536,null,-0.356206,null,null
-0.442808,null,null,0.0974364,null
-0.0028669,null,null,null,-0.00607877
0.994823,0.0245605,null,null,null
0.292536,null,-0.356206,null,null
-0.442808,null,null,0.0974364,null
-0.0028669,null,null,null,-0.00607877
0.994965,0.0226378,null,null,null
0.408519,null,-0.36061,null,null
-0.47854,null,null,0.0938242,null
-0.0004722,null,null,null,-0.0024643
0.995049,0.0239605,null,null,null
0.321889,null,-0.347567,null,null
-0.522103,null,null,0.10155,null
-0.000824545,null,null,null,-0.00146593
0.994961,0.0225083,null,null,null
0.3374,null,-0.353491,null,null
-0.533484,null,null,0.0583696,null
-0.000799066,null,null,null,0.00288032
0.995185,0.01673,null,null,null
0.350315,null,-0.306394,null,null
-0.575171,null,null,0.0692143,null
0.000252409,null,null,null,0.00798564
0.995116,0.0161565,null,null,null
0.380551,null,-0.340445,null,null
-0.53955,null,null,0.0199499,null
0.00640936,null,null,null,0.00310731
0.995106,0.0175004,null,null,null
0.339348,null,-0.355339,null,null
-0.532069,null,null,0.0197395,null
0.00569913,null,null,null,0.00654685
0.994988,0.0197963,null,null,null
0.256921,null,-0.380774,null,null
-0.572566,null,null,-0.00445774,null
0.00639116,null,null,null,0.0103334
0.995093,0.0141384,null,null,null
0.302591,null,-0.463419,null,null
-0.547883,null,null,0.00410091,null
0.0078023,null,null,null,0.00972726
0.995021,0.013833,null,null,null
0.337681,null,-0.480372,null,null
-0.541675,null,null,0.0542301,null
0.00434246,null,null,null,1.82926e-05
0.995085,0.00838781,null,null,null
0.378711,null,-0.424689,null,null
-0.555028,null,null,0.0390694,null
0.00338777,null,null,null,0.0011742
0.995073,0.0076394,null,null,null
0.312561,null,-0.453495,null,null
-0.578214,null,null,0.0837486,null
0.00249025,null,null,null,0.00443422
0.994938,0.0104913,null,null,null
0.325151,null,-0.476776,null,null
-0.5924,null,null,-0.000743444,null
-0.000457186,null,null,null,0.00395498
0.995045,0.0140256,null,null,null
0.285567,null,-0.472885,null,null
-0.584207,null,null,-0.0505795,null
-0.00184604,null,null,null,-0.00489728
0.995019,0.0217811,null,null,null
0.236572,null,-0.503815,null,null
-0.59159,null,null,-0.0576026,null
-0.00053542,null,null,null,-0.00572923
0.995019,0.0217811,null,null,null
0.236572,null,-0.503815,null,null
-0.59159,null,null,-0.0576026,null
-0.00053542,null,null,null,-0.00572923
0.994926,0.0192104,null,null,null
0.190331,null,-0.466792,null,null
-0.574476,null,null,-0.0689658,null
0.00290426,null,null,null,-0.00285887
0.994871,0.0232394,null,null,null
0.219766,null,-0.450199,null,null
-0.617406,null,null,-0.0526273,null
-0.0021755,null,null,null,-0.000468844
0.994871,0.0232394,null,null,null
0.219766,null,-0.450199,null,null
-0.617406,null,null,-0.0526273,null
-0.0021755,null,null,null,-0.000468844
0.994635,0.0278847,null,null,null
0.243952,null,-0.543798,null,null
-0.592481,null,null,-0.058488,null
-0.000123546,null,null,null,1.56358e-05
0.994847,0.0210836,null,null,null
0.253097,null,-0.522879,null,null
-0.584899,null,null,0.0404275,null
0.0014507,null,null,null,0.000788333
0.994923,0.0233629,null,null,null
0.263255,null,-0.501117,null,null
-0.575186,null,null,0.0928394,null
0.00326802,null,null,null,0.00490349
0.99475,0.0249191,null,null,null
0.221899,null,-0.48256,null,null
-0.551099,null,null,0.0910955,null
-0.00248168,null,null,null,0.00051868
0.994798,0.022511,null,null,null
0.18763,null,-0.511086,null,null
-0.524069,null,null,0.110187,null
-0.00204836,null,null,null,-0.00196701
0.994923,0.0210093,null,null,null
0.159606,null,-0.486986,null,null
-0.574244,null,null,0.13405,null
-0.00252214,null,null,null,-0.00507271
0.994946,0.0210863,null,null,null
0.177679,null,-0.445638,null,null
-0.560645,null,null,0.155175,null
0.00087672,null,null,null,-0.000167515
0.994894,0.0169564,null,null,null
0.180196,null,-0.471675,null,null
-0.540169,null,null,0.116673,null
0.000677795,null,null,null,-0.00266134
0.994892,0.0180969,null,null,null
0.14008,null,-0.519887,null,null
-0.467866,null,null,0.143609,null
0.00692039,null,null,null,-0.00876906
0.99489,0.0160464,null,null,null
0.0566092,null,-0.523528,null,null
-0.491809,null,null,0.108879,null
0.00754065,null,null,null,-0.00248546
0.995031,0.012887,null,null,null
0.0222619,null,-0.544435,null,null
-0.533951,null,null,0.0679518,null
0.00272754,null,null,null,-0.00126936
0.995152,0.00759808,null,null,null
0.00619171,null,-0.578017,null,null
-0.601176,null,null,-0.0282885,null
-0.00491052,null,null,null,0.00253308
0.995152,0.00759808,null,null,null
0.00619171,null,-0.578017,null,null
-0.601176,null,null,-0.0282885,null
-0.00491052,null,null,null,0.00253308
0.995106,0.00958331,null,null,null
-0.0386304,null,-0.498061,null,null
-0.530246,null,null,-0.0689284,null
0.00202228,null,null,null,0.00232261
0.995186,0.0157172,null,null,null
-0.0677206,null,-0.47998,null,null
-0.536484,null,null,-0.126641,null
0.00383975,null,null,null,-0.00247005
0.99509,0.0136537,null,null,null
-0.0983519,null,-0.520593,null,null
-0.512194,null,null,-0.125101,null
0.0053873,null,null,null,-0.00123436
0.995239,0.0119035,null,null,null
-0.096255,null,-0.471457,null,null
-0.493903,null,null,-0.0590571,null
-0.00352222,null,null,null,0.00525287
0.99505,0.0122032,null,null,null
-0.0740311,null,-0.505584,null,null
-0.43412,null,null,-0.0829616,null
0.000155965,null,null,null,0.0121932
0.995117,0.00844964,null,null,null
-0.0859755,null,-0.472114,null,null
-0.453302,null,null,-0.0588824,null
-2.08982e-05,null,null,null,0.00461761
0.995179,0.00720512,null,null,null
-0.0340203,null,-0.40208,null,null
-0.382415,null,null,-0.141418,null
0.000192015,null,null,null,0.0039603
0.995128,0.00664961,null,null,null
-0.0465462,null,-0.424337,null,null
-0.396732,null,null,-0.166417,null
-0.00588132,null,null,null,0.0033275
0.994989,-0.00197965,null,null,null
-0.0506648,null,-0.430497,null,null
-0.380823,null,null,-0.152296,null
-0.0029265,null,null,null,9.84356e-05
0.995009,-0.00243131,null,null,null
-0.0406174,null,-0.371211,null,null
-0.319389,null,null,-0.218679,null
-0.00634145,null,null,null,-0.00181519
0.994985,-0.00609316,null,null,null
-0.0635596,null,-0.380323,null,null
-0.331704,null,null,-0.169349,null
-0.00506763,null,null,null,-0.00260357
0.99499,-0.00807404,null,null,null
0.00166461,null,-0.436926,null,null
-0.364362,null,null,-0.213147,null
-0.00811056,null,null,null,0.00518947
0.99496,-0.00333913,null,null,null
-0.0276354,null,-0.343634,null,null
-0.336288,null,null,-0.259541,null
-0.00731247,null,null,null,-0.000929465
0.995026,0.00343291,null,null,null
-0.0344146,null,-0.295765,null,null
-0.297529,null,null,-0.401502,null
-0.00351249,null,null,null,-0.00088549
0.994962,-0.00147396,null,null,null
-0.0515444,null,-0.286001,null,null
-0.207967,null,null,-0.307996,null
0.00433663,null,null,null,-0.000400515
0.995012,-0.00893776,null,null,null
-0.0616097,null,-0.340964,null,null
-0.165706,null,null,-0.250331,null
0.00233895,null,null,null,-0.00392997
0.994973,-0.00475765,null,null,null
-0.0898189,null,-0.319999,null,null
-0.151965,null,null,-0.255944,null
-0.00148163,null,null,null,-0.00778573
0.994979,-0.00380796,null,null,null
-0.0756279,null,-0.282176,null,null
-0.221816,null,null,-0.30842,null
-0.0059869,null,null,null,-0.00900647
0.995016,-0.00604317,null,null,null
-0.107995,null,-0.331416,null,null
-0.209859,null,null,-0.298871,null
-0.00803416,null,null,null,-0.0108683
0.995055,-0.00283714,null,null,null
-0.0883172,null,-0.37958,null,null
-0.136179,null,null,-0.264259,null
-0.00560191,null,null,null,-0.00454841
0.995041,-0.00468841,null,null,null
-0.00435945,null,-0.356441,null,null
-0.170035,null,null,-0.234582,null
0.000132085,null,null,null,-0.00238053
0.9951,-0.00346009,null,null,null
-0.0641483,null,-0.401334,null,null
-0.172055,null,null,-0.250529,null
0.00411631,null,null,null,0.00193239
0.99522,-0.00253525,null,null,null
-0.0982844,null,-0.379351,null,null
-0.277255,null,null,-0.185334,null
-0.000459281,null,null,null,0.000655866
0.995179,-0.00404011,null,null,null
-0.0636331,null,-0.292619,null,null
-0.309656,null,null,-0.142833,null
0.00212206,null,null,null,0.00326869
0.995246,0.000172664,null,null,null
0.00499964,null,-0.270684,null,null
-0.299567,null,null,-0.172311,null
0.000740186,null,null,null,8.90694e-05
0.995246,0.000172664,null,null,null
0.00499964,null,-0.270684,null,null
-0.299567,null,null,-0.172311,null
0.000740186,null,null,null,8.90694e-05
0.995124,0.00721345,null,null,null
-0.0747581,null,-0.255689,null,null
-0.269389,null,null,-0.226961,null
-0.000403225,null,null,null,9.58589e-05
0.995167,0.00963744,null,null,null
-0.0357825,null,-0.273096,null,null
-0.226178,null,null,-0.255371,null
0.00215676,null,null,null,0.00133699
0.994977,0.0103345,null,null,null
-0.0416917,null,-0.310334,null,null
-0.222506,null,null,-0.29995,null
0.00692999,null,null,null,-0.000330955
0.995097,0.00443211,null,null,null
-0.0577368,null,-0.350451,null,null
-0.180262,null,null,-0.245782,null
0.00556973,null,null,null,-0.00307961
0.99497,0.00766291,null,null,null
-0.0837756,null,-0.305184,null,null
-0.157862,null,null,-0.267197,null
0.00315488,null,null,null,0.00451171
0.994927,0.00660438,null,null,null
-0.0765204,null,-0.33518,null,null
-0.146901,null,null,-0.296126,null
0.00399216,null,null,null,0.00265944
0.994996,0.00386024,null,null,null
-0.043548,null,-0.393161,null,null
-0.185061,null,null,-0.415999,null
0.00133197,null,null,null,0.00562014
0.995026,0.00516392,null,null,null
-0.044903,null,-0.351109,null,null
-0.236992,null,null,-0.340629,null
-0.00465291,null,null,null,0.00679312
0.995026,0.00516392,null,null,null
-0.044903,null,-0.351109,null,null
-0.236992,null,null,-0.340629,null
-0.00465291,null,null,null,0.00679312
0.994883,0.00589539,null,null,null
0.00286874,null,-0.410206,null,null
-0.262248,null,null,-0.317805,null
-0.00611751,null,null,null,0.00569791
0.994883,0.00589539,null,null,null
0.00286874,null,-0.410206,null,null
-0.262248,null,null,-0.317805,null
-0.00611751,null,null,null,0.00569791
0.99478,0.00574823,null,null,null
0.0511546,null,-0.459512,null,null
-0.313835,null,null,-0.36661,null
-0.00439334,null,null,null,0.000522064
0.99479,0.00903195,null,null,null
-0.0236226,null,-0.395855,null,null
-0.252082,null,null,-0.349914,null
-0.00183396,null,null,null,-0.00143226
0.994962,0.0093307,null,null,null
-0.00882257,null,-0.362116,null,null
-0.211935,null,null,-0.386216,null
0.000404764,null,null,null,0.00454262
0.995025,0.00884855,null,null,null
-0.0271975,null,-0.345066,null,null
-0.226475,null,null,-0.390015,null
0.00329382,null,null,null,0.00241436
0.994977,0.013962,null,null,null
-0.0214123,null,-0.324355,null,null
-0.218092,null,null,-0.330146,null
-0.00127671,null,null,null,0.00367764
0.995027,0.0109859,null,null,null
0.0335679,null,-0.290681,null,null
-0.216076,null,null,-0.29017,null
-0.0054959,null,null,null,0.000797746
0.995076,0.0115208,null,null,null
0.0673027,null,-0.29163,null,null
-0.203308,null,null,-0.290956,null
-0.00123162,null,null,null,-0.0035426
0.994789,0.0158921,null,null,null
0.0119927,null,-0.406662,null,null
-0.166841,null,null,-0.32928,null
0.00109248,null,null,null,-0.00231999
0.994873,0.0190656,null,null,null
0.0125802,null,-0.333249,null,null
-0.180927,null,null,-0.429992,null
0.00422685,null,null,null,-0.00204183
0.994715,0.024661,null,null,null
0.00922288,null,-0.328342,null,null
-0.147225,null,null,-0.370105,null
-0.000672091,null,null,null,-0.00132779
0.994707,0.0211022,null,null,null
0.0876574,null,-0.3581,null,null
-0.083045,null,null,-0.368395,null
0.00324837,null,null,null,-0.00158046
0.994707,0.0211022,null,null,null
0.0876574,null,-0.3581,null,null
-0.083045,null,null,-0.368395,null
0.00324837,null,null,null,-0.00158046
0.994657,0.0239004,null,null,null
0.0286855,null,-0.392078,null,null
-0.022332,null,null,-0.426034,null
0.00361204,null,null,null,-0.0024853
0.994506,0.0285531,null,null,null
-0.022336,null,-0.358272,null,null
-0.0481185,null,null,-0.440817,null
0.00387729,null,null,null,0.00150284
0.994521,0.029432,null,null,null
-0.00803546,null,-0.388501,null,null
-0.04196,null,null,-0.394533,null
0.00484678,null,null,null,0.00314116
0.994529,0.0311149,null,null,null
0.0151015,null,-0.410721,null,null
-0.0295321,null,null,-0.420795,null
0.00924154,null,null,null,0.00505382
0.994738,0.0270436,null,null,null
0.0208724,null,-0.386851,null,null
-0.00244042,null,null,-0.476233,null
0.00698669,null,null,null,-0.000504365
0.994659,0.0232597,null,null,null
-0.0602836,null,-0.468502,null,null
0.023891,null,null,-0.477762,null
0.00949136,null,null,null,0.00113382
0.994659,0.0232597,null,null,null
-0.0602836,null,-0.468502,null,null
0.023891,null,null,-0.477762,null
0.00949136,null,null,null,0.00113382
0.994739,0.0212335,null,null,null
-0.00260098,null,-0.455401,null,null
0.0109585,null,null,-0.406694,null
0.0101419,null,null,null,-5.65091e-05
0.994575,0.0265218,null,null,null
0.0142964,null,-0.490368,null,null
0.0208242,null,null,-0.444238,null
0.00320686,null,null,null,-0.00766442
0.994714,0.0268245,null,null,null
-0.0379176,null,-0.45469,null,null
0.0139306,null,null,-0.400634,null
-0.00421739,null,null,null,-0.00209377
0.994714,0.0268245,null,null,null
-0.0379176,null,-0.45469,null,null
0.0139306,null,null,-0.400634,null
-0.00421739,null,null,null,-0.00209377
0.994635,0.0273271,null,null,null
0.0116215,null,-0.523291,null,null
0.00600784,null,null,-0.370496,null
0.00626467,null,null,null,-0.00724069
0.994566,0.024017,null,null,null
-0.0308087,null,-0.5352,null,null
0.0180268,null,null,-0.326801,null
-0.00142603,null,null,null,-0.00577499
0.994539,0.0253756,null,null,null
-0.0759669,null,-0.466405,null,null
0.000610896,null,null,-0.374744,null
-0.00298491,null,null,null,-0.00355781
0.994469,0.029562,null,null,null
0.00487468,null,-0.485619,null,null
0.036666,null,null,-0.413172,null
-0.00586041,null,null,null,-0.00141907
0.994395,0.0302581,null,null,null
0.0356986,null,-0.391556,null,null
0.0492154,null,null,-0.437182,null
-0.00384911,null,null,null,0.00263666
0.994446,0.0303868,null,null,null
0.0130396,null,-0.407824,null,null
0.0619162,null,null,-0.419754,null
-0.00485523,null,null,null,0.000586331
0.994592,0.0257183,null,null,null
-0.0146021,null,-0.348961,null,null
0.0558779,null,null,-0.388946,null
-0.00528451,null,null,null,-0.00241225
0.994575,0.0225193,null,null,null
-0.0438212,null,-0.374935,null,null
0.0920875,null,null,-0.428416,null
-0.00371136,null,null,null,-0.00692306
0.994416,0.0250144,null,null,null
-0.0584006,null,-0.336301,null,null
0.0740133,null,null,-0.374975,null
-0.0047983,null,null,null,0.00536106
0.994502,0.0238592,null,null,null
-0.0463716,null,-0.350679,null,null
0.0797045,null,null,-0.364084,null
-0.0109064,null,null,null,0.00547251
0.994594,0.0245061,null,null,null
-0.0147318,null,-0.396435,null,null
0.0966049,null,null,-0.366121,null
-0.0034386,null,null,null,-0.000869621
0.99461,0.0222169,null,null,null
-0.107381,null,-0.401112,null,null
0.115879,null,null,-0.403261,null
-0.00207356,null,null,null,0.00288973
0.99461,0.0222169,null,null,null
-0.107381,null,-0.401112,null,null
0.115879,null,null,-0.403261,null
-0.00207356,null,null,null,0.00288973
0.994486,0.0199764,null,null,null
-0.10752,null,-0.458066,null,null
0.123272,null,null,-0.37419,null
0.00236084,null,null,null,0.00326968
0.994574,0.0191902,null,null,null
-0.0705542,null,-0.433559,null,null
0.0824369,null,null,-0.308836,null
0.000785821,null,null,null,0.00103196
0.994687,0.0131489,null,null,null
-0.0639983,null,-0.40451,null,null
0.118659,null,null,-0.333728,null
-8.73339e-05,null,null,null,0.000289385
0.99478,0.0124281,null,null,null
-0.0216646,null,-0.423268,null,null
0.092152,null,null,-0.339297,null
-0.00233112,null,null,null,0.00527214
0.994684,0.0207967,null,null,null
-0.0950967,null,-0.378739,null,null
0.0291119,null,null,-0.27202,null
0.00177553,null,null,null,0.000691138
0.994672,0.0202743,null,null,null
-0.0633649,null,-0.405313,null,null
-0.0602087,null,null,-0.383841,null
0.0042518,null,null,null,0.00366717
0.994672,0.0202743,null,null,null
-0.0633649,null,-0.405313,null,null
-0.0602087,null,null,-0.383841,null
0.0042518,null,null,null,0.00366717
0.994534,0.0203794,null,null,null
0.0124198,null,-0.498412,null,null
-0.0536419,null,null,-0.391881,null
-0.00157655,null,null,null,0.00352846
0.994663,0.0174175,null,null,null
-0.046827,null,-0.450697,null,null
-0.0398721,null,null,-0.39491,null
-0.00915517,null,null,null,0.000341112
0.994904,0.00537567,null,null,null
-0.0378229,null,-0.412876,null,null
-0.0563577,null,null,-0.40289,null
-0.00475789,null,null,null,-0.00202047
0.994854,0.0039678,null,null,null
-0.0613335,null,-0.459194,null,null
-0.108278,null,null,-0.40485,null
0.00293568,null,null,null,-0.000804882
0.994903,0.00360801,null,null,null
-0.00297693,null,-0.412914,null,null
-0.103239,null,null,-0.349486,null
0.00321707,null,null,null,0.00233206
0.994971,0.00317571,null,null,null
0.0348217,null,-0.440018,null,null
-0.076545,null,null,-0.314723,null
0.00232919,null,null,null,6.18934e-05
0.994992,0.00524787,null,null,null
0.0347963,null,-0.418364,null,null
-0.0857911,null,null,-0.28811,null
-0.00387042,null,null,null,0.00587781
0.994916,0.00689239,null,null,null
0.0482921,null,-0.417705,null,null
-0.152699,null,null,-0.375564,null
-0.0041582,null,null,null,-0.00127755
0.994806,0.00829985,null,null,null
0.0186228,null,-0.35044,null,null
-0.133238,null,null,-0.374777,null
0.00781924,null,null,null,-0.000125472
0.994757,0.0105422,null,null,null
0.023944,null,-0.378099,null,null
-0.125641,null,null,-0.454324,null
0.00320076,null,null,null,-0.00163646
0.994877,0.00824894,null,null,null
0.0252243,null,-0.421903,null,null
-0.175355,null,null,-0.428879,null
0.00702711,null,null,null,-0.00378296
0.994789,0.00979978,null,null,null
0.168299,null,-0.347791,null,null
-0.170678,null,null,-0.451009,null
0.00278494,null,null,null,-0.00320996
0.994745,0.0101787,null,null,null
0.161116,null,-0.408974,null,null
-0.192339,null,null,-0.396629,null
0.0018667,null,null,null,-0.00813044
0.994975,0.00839577,null,null,null
0.107004,null,-0.341796,null,null
-0.201791,null,null,-0.40746,null
-0.000328612,null,null,null,-0.0134321
0.994845,0.00780556,null,null,null
0.156389,null,-0.40917,null,null
-0.202971,null,null,-0.430964,null
0.000476719,null,null,null,-0.0110202
0.99482,0.00514596,null,null,null
0.072292,null,-0.371109,null,null
-0.272239,null,null,-0.397831,null
-0.00262986,null,null,null,-0.00275805
0.994785,0.00558544,null,null,null
0.107181,null,-0.389813,null,null
-0.292505,null,null,-0.441862,null
-0.00287041,null,null,null,0.000914151
0.994947,0.0084611,null,null,null
0.182634,null,-0.378597,null,null
-0.170051,null,null,-0.470476,null
-0.00453425,null,null,null,0.00426296
0.994836,0.009476,null,null,null
0.156035,null,-0.307381,null,null
-0.177844,null,null,-0.424252,null
-0.00648712,null,null,null,0.0091977
0.994818,0.00677194,null,null,null
0.118052,null,-0.290851,null,null
-0.150401,null,null,-0.404655,null
-0.00862754,null,null,null,0.00741335
0.994692,0.0140389,null,null,null
0.0968307,null,-0.280185,null,null
-0.225891,null,null,-0.430192,null
-0.00893089,null,null,null,0.00734442
0.994847,0.0141566,null,null,null
0.0994321,null,-0.262774,null,null
-0.218469,null,null,-0.468734,null
-0.00212707,null,null,null,0.00457643
0.994753,0.0128234,null,null,null
0.131373,null,-0.348488,null,null
-0.209754,null,null,-0.4437,null
0.0031103,null,null,null,0.00422531
0.994601,0.0156749,null,null,null
0.24747,null,-0.375116,null,null
-0.247672,null,null,-0.400365,null
0.00307361,null,null,null,0.00869528
0.994687,0.0158296,null,null,null
0.211193,null,-0.324182,null,null
-0.209875,null,null,-0.369053,null
-0.00259744,null,null,null,-0.000598413
0.994672,0.0157648,null,null,null
0.212759,null,-0.281652,null,null
-0.219562,null,null,-0.322255,null
1.88715e-06,null,null,null,0.00170888
0.994672,0.0157648,null,null,null
0.212759,null,-0.281652,null,null
-0.219562,null,null,-0.322255,null
1.88715e-06,null,null,null,0.00170888
0.994642,0.0164494,null,null,null
0.194954,null,-0.313634,null,null
-0.208036,null,null,-0.394651,null
0.00204559,null,null,null,-0.00540516
0.994584,0.0189996,null,null,null
0.245889,null,-0.269238,null,null
-0.221858,null,null,-0.404494,null
-0.00253536,null,null,null,-0.0036498
0.994545,0.0232053,null,null,null
0.275559,null,-0.229339,null,null
-0.195357,null,null,-0.430225,null
0.0010478,null,null,null,0.0025506
0.994725,0.0187734,null,null,null
