ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.979026,0.0240914,null,null,null
0.136504,null,-0.105338,null,null
-0.171035,null,null,0.0274459,null
-0.00114536,null,null,null,-0.00589671
0.979026,0.0240914,null,null,null
0.136504,null,-0.105338,null,null
-0.171035,null,null,0.0274459,null
-0.00114536,null,null,null,-0.00589671
0.979026,0.0240914,null,null,null
0.136504,null,-0.105338,null,null
-0.171035,null,null,0.0274459,null
-0.00114536,null,null,null,-0.00589671
0.979026,0.0240914,null,null,null
0.136504,null,-0.105338,null,null
-0.171035,null,null,0.0274459,null
-0.00114536,null,null,null,-0.00589671
0.979026,0.0240914,null,null,null
0.136504,null,-0.105338,null,null
-0.171035,null,null,0.0274459,null
-0.00114536,null,null,null,-0.00589671
0.979026,0.0240914,null,null,null
0.136504,null,-0.105338,null,null
-0.171035,null,null,0.0274459,null
-0.00114536,null,null,null,-0.00589671
0.979026,0.0240914,null,null,null
0.136504,null,-0.105338,null,null
-0.171035,null,null,0.0274459,null
-0.00114536,null,null,null,-0.00589671
0.979026,0.0240914,null,null,null
0.136504,null,-0.105338,null,null
-0.171035,null,null,0.0274459,null
-0.00114536,null,null,null,-0.00589671
0.979026,0.0240914,null,null,null
0.136504,null,-0.105338,null,null
-0.171035,null,null,0.0274459,null
-0.00114536,null,null,null,-0.00589671
0.979026,0.0240914,null,null,null
0.136504,null,-0.105338,null,null
-0.171035,null,null,0.0274459,null
-0.00114536,null,null,null,-0.00589671
0.979026,0.0240914,null,null,null
0.136504,null,-0.105338,null,null
-0.171035,null,null,0.0274459,null
-0.00114536,null,null,null,-0.00589671
0.986559,0.0223652,null,null,null
0.796416,null,-0.525508,null,null
-0.824183,null,null,0.132453,null
0.000792643,null,null,null,-0.00588008
0.98708,0.0237153,null,null,null
0.599387,null,-0.532981,null,null
-0.839886,null,null,0.164216,null
-0.00119947,null,null,null,-0.00231556
0.988176,0.0223469,null,null,null
0.561799,null,-0.607139,null,null
-1.01157,null,null,0.19028,null
0.00288619,null,null,null,0.00402631
0.989322,0.016721,null,null,null
0.600858,null,-0.513589,null,null
-0.989619,null,null,0.0528919,null
0.00148837,null,null,null,0.0110213
0.986953,0.0160652,null,null,null
0.726539,null,-0.562231,null,null
-0.866313,null,null,-0.0268689,null
0.00797934,null,null,null,0.00593338
0.989189,0.017292,null,null,null
0.57643,null,-0.619143,null,null
-0.969065,null,null,0.0129125,null
0.00524669,null,null,null,0.00672226
0.982903,0.0196543,null,null,null
0.484631,null,-0.733213,null,null
-0.962237,null,null,-0.07505,null
0.0105228,null,null,null,0.0099771
0.983035,0.0138497,null,null,null
0.652034,null,-0.971161,null,null
-0.994944,null,null,-0.0830669,null
0.00802272,null,null,null,0.00792195
0.988936,0.013578,null,null,null
0.67201,null,-0.991106,null,null
-0.993914,null,null,0.178193,null
0.00385899,null,null,null,0.00144778
0.988436,0.00826589,null,null,null
0.677477,null,-0.971117,null,null
-0.946604,null,null,0.125392,null
0.00301788,null,null,null,0.0029821
0.984665,0.00741424,null,null,null
0.494091,null,-0.966039,null,null
-0.948089,null,null,0.198055,null
0.00330211,null,null,null,0.00404411
0.983711,0.0104198,null,null,null
0.513498,null,-0.943128,null,null
-1.02718,null,null,0.0131629,null
0.000468655,null,null,null,0.0025193
0.9862,0.0138294,null,null,null
0.539121,null,-0.92985,null,null
-0.988855,null,null,0.0476205,null
-0.00355262,null,null,null,-0.0079403
0.98618,0.0214949,null,null,null
0.523081,null,-0.971175,null,null
-0.96247,null,null,0.0277807,null
0.00144717,null,null,null,-0.00735849
0.98618,0.0214949,null,null,null
0.523081,null,-0.971175,null,null
-0.96247,null,null,0.0277807,null
0.00144717,null,null,null,-0.00735849
0.987703,0.0191204,null,null,null
0.383842,null,-0.994692,null,null
-0.821703,null,null,-0.0649607,null
0.00333459,null,null,null,-0.00437313
0.985621,0.0232088,null,null,null
0.408659,null,-0.944897,null,null
-0.824447,null,null,-0.0234773,null
-0.00439202,null,null,null,-0.00162839
0.985621,0.0232088,null,null,null
0.408659,null,-0.944897,null,null
-0.824447,null,null,-0.0234773,null
-0.00439202,null,null,null,-0.00162839
0.98021,0.0275276,null,null,null
0.541096,null,-1.16481,null,null
-0.857129,null,null,-0.0615873,null
-0.00100603,null,null,null,0.00113244
0.982131,0.0209359,null,null,null
0.593052,null,-1.18935,null,null
-0.878806,null,null,0.097224,null
0.00306161,null,null,null,0.000222976
0.981714,0.0230452,null,null,null
0.538186,null,-1.23804,null,null
-0.799775,null,null,0.153803,null
0.00327888,null,null,null,0.00374525
0.9805,0.0244571,null,null,null
0.448115,null,-0.968374,null,null
-0.795696,null,null,0.162832,null
-0.000345091,null,null,null,-0.00206439
0.983489,0.0223029,null,null,null
0.404525,null,-0.925447,null,null
-0.764534,null,null,0.157895,null
-0.00179886,null,null,null,-0.00092791
0.988252,0.0208053,null,null,null
0.354102,null,-1.02559,null,null
-0.850659,null,null,0.210897,null
-0.0012543,null,null,null,-0.00356394
0.985991,0.0208494,null,null,null
0.420794,null,-0.954542,null,null
-0.868666,null,null,0.227461,null
-0.0022041,null,null,null,0.00203729
0.981774,0.016658,null,null,null
0.34577,null,-1.01713,null,null
-0.887459,null,null,0.196488,null
0.000204179,null,null,null,-0.00250522
0.982818,0.0179888,null,null,null
0.213504,null,-1.05665,null,null
-0.707171,null,null,0.236719,null
0.00724435,null,null,null,-0.00904585
0.985078,0.0159289,null,null,null
0.13416,null,-0.827002,null,null
-0.794564,null,null,0.090014,null
0.00855283,null,null,null,-0.00196167
0.991102,0.0129396,null,null,null
0.00788734,null,-0.956904,null,null
-0.8439,null,null,0.0181416,null
0.00214874,null,null,null,0.000846156
0.987688,0.00749367,null,null,null
-0.0136183,null,-0.939985,null,null
-0.890007,null,null,-0.0934055,null
-0.00592375,null,null,null,0.00248995
0.987688,0.00749367,null,null,null
-0.0136183,null,-0.939985,null,null
-0.890007,null,null,-0.0934055,null
-0.00592375,null,null,null,0.00248995
0.992195,0.00970941,null,null,null
-0.0809816,null,-0.906787,null,null
-0.827761,null,null,-0.100496,null
0.00288057,null,null,null,0.000104085
0.994859,0.015809,null,null,null
-0.261244,null,-0.966135,null,null
-0.727804,null,null,-0.216383,null
0.00582646,null,null,null,-0.00122207
0.991736,0.0135385,null,null,null
-0.126181,null,-1.05574,null,null
-0.767315,null,null,-0.235864,null
0.00428713,null,null,null,-0.00160449
0.992247,0.0118726,null,null,null
-0.266371,null,-0.993294,null,null
-0.724585,null,null,-0.111294,null
-0.0051044,null,null,null,0.00599045
0.991162,0.0120818,null,null,null
-0.164551,null,-0.929075,null,null
-0.665356,null,null,-0.154711,null
-0.00128559,null,null,null,0.0137899
0.992358,0.00840574,null,null,null
-0.0570339,null,-0.867999,null,null
-0.654645,null,null,-0.0877264,null
