t,accP
1,0
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,0
21,0
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,0
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,0
39,1
40,1
41,1
42,0
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,0
51,1
52,1
53,0
54,1
55,1
56,1
57,0
58,1
59,1
60,1
61,0
62,1
63,1
64,0
65,1
66,1
67,1
68,0
69,1
70,1
71,0
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,0
81,1
82,1
83,1
84,1
85,1
86,0
87,1
88,0
89,1
90,1
91,0
92,1
93,0
94,0
95,1
96,0
97,0
98,1
99,1
100,1
101,0
102,1
103,1
104,1
105,0
106,1
107,1
108,0
109,1
110,0
111,1
112,0
113,0
114,1
115,1
116,1
117,1
118,0
119,1
120,1
121,1
122,1
123,0
124,1
125,1
126,0
127,1
128,1
129,0
130,0
131,1
132,0
133,1
134,0
135,1
136,0
137,0
138,1
139,1
140,1
141,0
142,0
143,0
144,1
145,1
146,1
147,1
148,1
149,1
150,0
151,0
152,1
153,0
154,1
155,0
156,0
157,1
158,1
159,0
160,0
161,0
162,1
163,1
164,0
165,1
166,1
167,0
168,1
169,1
170,1
171,0
172,1
173,0
174,0
175,1
176,1
177,0
178,0
179,1
180,1
181,1
182,0
183,1
184,0
185,1
186,1
187,1
188,1
189,1
190,1
191,0
192,1
193,1
194,1
195,1
196,1
197,0
198,0
199,1
200,1
201,1
202,0
203,1
204,1
205,1
206,0
207,0
208,0
209,0
210,0
211,1
212,0
213,0
214,0
215,0
216,1
217,1
218,1
219,0
220,1
221,1
222,1
223,0
224,1
225,1
226,1
227,0
228,1
229,0
230,1
231,1
232,1
233,0
234,1
235,0
236,0
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,0
245,1
246,1
247,1
248,1
249,0
250,1
251,1
252,1
253,1
254,1
255,1
256,0
257,0
258,0
259,1
260,1
261,1
262,1
263,1
264,1
265,0
266,1
267,0
268,1
269,1
270,1
271,1
272,1
273,0
274,1
275,0
276,1
277,0
278,1
279,0
280,0
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,0
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,0
297,1
298,1
299,1
300,0
301,0
302,1
303,1
304,1
305,0
306,1
307,1
308,1
309,1
310,1
311,0
312,1
313,1
314,1
315,0
316,0
317,1
318,0
319,0
320,1
321,1
322,0
323,0
324,1
325,0
326,1
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,0
335,1
336,1
337,0
338,1
339,1
340,0
341,1
342,1
343,1
344,1
345,1
346,1
347,0
348,1
349,1
350,0
351,1
352,0
353,0
354,1
355,1
356,1
357,1
358,1
359,1
360,0
361,0
362,0
363,0
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,0
373,0
374,0
375,0
376,0
377,1
378,1
379,1
380,1
381,0
382,1
383,1
384,0
385,1
386,1
387,1
388,1
389,1
390,1
391,0
392,0
393,1
394,0
395,1
396,1
397,0
398,0
399,0
400,1
401,0
402,0
403,1
404,1
405,0
406,1
407,1
408,1
409,1
410,1
411,0
412,1
413,1
414,0
415,1
416,1
417,1
418,0
419,1
