ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.967939,0.0151069,null,null,null
0.206274,null,0.330717,null,null
0.30171,null,null,-0.272011,null
-0.00729815,null,null,null,0.0117304
0.967721,0.00902322,null,null,null
0.211363,null,0.405301,null,null
-0.00658671,null,null,-0.492435,null
-0.0127825,null,null,null,0.00668498
0.972236,0.0136089,null,null,null
-0.0356708,null,0.489219,null,null
-0.00473496,null,null,-0.314312,null
0.00798079,null,null,null,0.0154033
0.977405,0.00850018,null,null,null
-0.0452458,null,0.415297,null,null
0.127513,null,null,-0.0159388,null
0.00256362,null,null,null,0.00372201
0.982278,0.00948681,null,null,null
0.0821521,null,0.25044,null,null
0.0362786,null,null,-0.146127,null
0.00588684,null,null,null,-0.00565142
0.975059,0.0121681,null,null,null
0.119339,null,0.0645928,null,null
0.0860159,null,null,-0.0245215,null
-0.00370076,null,null,null,-0.00696834
0.977496,0.00867519,null,null,null
0.226408,null,0.343859,null,null
0.203306,null,null,-0.0699664,null
-0.00403294,null,null,null,-0.00570077
0.974421,0.0122785,null,null,null
0.0450458,null,0.525754,null,null
0.203327,null,null,-0.2153,null
-0.0052903,null,null,null,0.00482871
0.96829,0.0079711,null,null,null
0.123626,null,0.538875,null,null
0.288239,null,null,-0.260721,null
-0.00104678,null,null,null,0.00128103
0.962524,0.00555082,null,null,null
0.010151,null,0.403326,null,null
0.295015,null,null,-0.0484344,null
0.0014086,null,null,null,0.00201214
0.962219,0.00249554,null,null,null
0.119844,null,0.326811,null,null
0.315634,null,null,0.04083,null
0.0113766,null,null,null,0.00156216
0.966774,0.00593208,null,null,null
0.0889215,null,0.274829,null,null
0.105193,null,null,0.00570456,null
0.00245969,null,null,null,-0.00173274
0.967744,0.00332302,null,null,null
0.141101,null,0.505236,null,null
0.0727726,null,null,0.1604,null
-0.000769615,null,null,null,0.00468929
0.964741,-0.0055978,null,null,null
0.322251,null,0.437576,null,null
0.0517364,null,null,0.0687961,null
0.00476697,null,null,null,-0.00532394
0.965221,-0.00237438,null,null,null
0.150936,null,0.2923,null,null
0.308311,null,null,0.0271342,null
0.00909785,null,null,null,0.0038282
0.96693,-0.00132455,null,null,null
0.267443,null,0.203081,null,null
0.235586,null,null,0.0164618,null
-0.0045859,null,null,null,0.00395515
0.970279,-0.00541395,null,null,null
0.294334,null,0.169406,null,null
0.255401,null,null,0.102817,null
0.00131102,null,null,null,-0.00405645
0.96365,-0.00491686,null,null,null
0.311248,null,0.24665,null,null
0.320566,null,null,0.0833296,null
-0.00725392,null,null,null,0.00113909
0.964888,-0.00263124,null,null,null
0.268885,null,0.236834,null,null
0.302126,null,null,-0.0158306,null
0.00518608,null,null,null,0.00260642
0.970069,7.24838e-05,null,null,null
0.0778957,null,0.25558,null,null
0.152432,null,null,-0.216916,null
0.00225845,null,null,null,0.00168049
0.967549,0.00221291,null,null,null
0.0630206,null,0.175492,null,null
0.130795,null,null,0.0065881,null
0.00315697,null,null,null,0.0084433
0.971786,0.00845066,null,null,null
0.0768414,null,0.0143062,null,null
0.147595,null,null,0.0502932,null
-0.00142245,null,null,null,0.0038968
0.965952,0.0118377,null,null,null
0.0910769,null,0.184446,null,null
0.138576,null,null,-0.0129486,null
-0.00581468,null,null,null,0.0045554
0.965139,0.00926165,null,null,null
0.129555,null,0.0662615,null,null
0.224174,null,null,-0.0337672,null
0.00965442,null,null,null,0.00413781
0.964819,0.00466312,null,null,null
-0.0619439,null,0.16077,null,null
0.129945,null,null,0.10752,null
0.00334026,null,null,null,0.0101769
0.970845,0.00406176,null,null,null
-0.281985,null,0.26661,null,null
0.303751,null,null,0.147319,null
0.00348539,null,null,null,-0.00212469
0.965976,0.0056037,null,null,null
-0.260414,null,0.0765177,null,null
0.425277,null,null,-0.0123678,null
-0.00149037,null,null,null,-0.00184074
0.964888,0.00190632,null,null,null
-0.252943,null,0.0983162,null,null
0.0883586,null,null,0.114747,null
-0.0004407,null,null,null,-0.00230279
0.969518,0.002784,null,null,null
-0.296026,null,0.298755,null,null
0.0386159,null,null,0.0532331,null
-0.0078868,null,null,null,-0.0010677
0.963919,0.00532856,null,null,null
-0.31242,null,0.221392,null,null
0.185757,null,null,0.0128666,null
-0.00382694,null,null,null,-0.00384795
0.971096,0.0109427,null,null,null
-0.218631,null,0.196896,null,null
0.251985,null,null,-0.00418869,null
-0.000666956,null,null,null,-0.000363099
0.971823,0.00973926,null,null,null
-0.270586,null,0.0909445,null,null
0.233314,null,null,-0.00621088,null
0.0043023,null,null,null,-0.0017972
0.975577,0.0057604,null,null,null
-0.221303,null,0.171827,null,null
0.484956,null,null,0.0843516,null
-0.00279888,null,null,null,-0.00123813
0.966766,0.0112686,null,null,null
-0.229025,null,0.242396,null,null
0.380005,null,null,-0.0246346,null
-0.00102515,null,null,null,0.0011009
0.964067,0.0127192,null,null,null
-0.227341,null,0.182062,null,null
0.258257,null,null,-0.0439693,null
-0.000123501,null,null,null,0.00284628
0.967261,0.0180937,null,null,null
-0.22127,null,0.215889,null,null
0.273979,null,null,-0.0492626,null
-0.000681072,null,null,null,0.00619178
0.96382,0.0207599,null,null,null
-0.140552,null,0.262305,null,null
0.166175,null,null,0.0300491,null
-0.00693249,null,null,null,-0.00163504
0.961055,0.0219786,null,null,null
-0.0728979,null,0.213615,null,null
0.187367,null,null,-0.0107811,null
-0.00750949,null,null,null,0.00680343
0.96199,0.0246459,null,null,null
-0.0909036,null,0.204349,null,null
0.204546,null,null,-0.0314464,null
-0.00340863,null,null,null,0.00291357
0.967201,0.0282433,null,null,null
-0.189586,null,0.131052,null,null
0.190659,null,null,0.0264528,null
-0.00813205,null,null,null,-0.00192085
0.962831,0.0248899,null,null,null
-0.135099,null,0.0919069,null,null
0.0537217,null,null,0.070297,null
-0.00242676,null,null,null,0.00441549
0.975064,0.0217014,null,null,null
-0.133076,null,0.0906582,null,null
0.026792,null,null,0.0327585,null
-0.00714276,null,null,null,0.00345767
0.96919,0.0214879,null,null,null
-0.0804607,null,0.227341,null,null
0.104211,null,null,0.141639,null
-0.0112115,null,null,null,-0.00134205
0.967735,0.0173219,null,null,null
-0.00439354,null,0.117853,null,null
0.100183,null,null,0.175122,null
-0.000550175,null,null,null,0.00486127
0.96339,0.0192614,null,null,null
-0.0572269,null,0.224409,null,null
0.182854,null,null,0.269358,null
0.00795628,null,null,null,0.0062805
0.96616,0.0207691,null,null,null
-0.126034,null,0.0666932,null,null
0.224722,null,null,0.256269,null
0.0037985,null,null,null,0.00540453
0.969435,0.0201836,null,null,null
-0.101091,null,0.219817,null,null
0.124621,null,null,0.237441,null
0.00275879,null,null,null,0.00182497
0.969365,0.0177201,null,null,null
-0.0853316,null,0.295409,null,null
0.163785,null,null,0.240131,null
0.00100554,null,null,null,0.000255042
0.976206,0.0101161,null,null,null
-0.0675554,null,0.258439,null,null
0.00270936,null,null,0.135414,null
0.00562912,null,null,null,-0.00244281
0.976206,0.0101161,null,null,null
-0.0675554,null,0.258439,null,null
0.00270936,null,null,0.135414,null
0.00562912,null,null,null,-0.00244281
0.979601,0.0071912,null,null,null
-0.140649,null,0.270976,null,null
-0.0384596,null,null,0.220718,null
-9.96649e-05,null,null,null,-0.00156844
0.979601,0.0071912,null,null,null
-0.140649,null,0.270976,null,null
-0.0384596,null,null,0.220718,null
-9.96649e-05,null,null,null,-0.00156844
0.979601,0.0071912,null,null,null
-0.140649,null,0.270976,null,null
-0.0384596,null,null,0.220718,null
-9.96649e-05,null,null,null,-0.00156844
0.979601,0.0071912,null,null,null
-0.140649,null,0.270976,null,null
-0.0384596,null,null,0.220718,null
-9.96649e-05,null,null,null,-0.00156844
0.975806,0.00591424,null,null,null
-0.178316,null,0.218922,null,null
-0.0612217,null,null,0.310395,null
-0.00282451,null,null,null,-0.007817
0.972509,0.00146349,null,null,null
-0.107128,null,0.304411,null,null
-0.0821985,null,null,0.230538,null
-0.00323541,null,null,null,-0.00149726
0.970903,0.00428199,null,null,null
-0.106346,null,0.267055,null,null
-0.0405973,null,null,0.196215,null
-0.00247969,null,null,null,-0.00133875
0.970903,0.00428199,null,null,null
-0.106346,null,0.267055,null,null
-0.0405973,null,null,0.196215,null
-0.00247969,null,null,null,-0.00133875
0.961356,0.00568275,null,null,null
-0.206571,null,0.123028,null,null
0.0161376,null,null,0.142674,null
-0.00345809,null,null,null,-0.00153642
0.961356,0.00568275,null,null,null
-0.206571,null,0.123028,null,null
0.0161376,null,null,0.142674,null
-0.00345809,null,null,null,-0.00153642
0.961356,0.00568275,null,null,null
-0.206571,null,0.123028,null,null
0.0161376,null,null,0.142674,null
-0.00345809,null,null,null,-0.00153642
0.963014,0.00759949,null,null,null
-0.110432,null,0.19854,null,null
0.115084,null,null,0.319063,null
0.000652356,null,null,null,0.00671865
0.963835,0.00477484,null,null,null
-0.0433604,null,0.250844,null,null
0.158092,null,null,0.29323,null
0.00189931,null,null,null,-0.0016548
0.96383,0.00571932,null,null,null
-0.100003,null,0.0734076,null,null
-0.00762354,null,null,0.330981,null
0.0117417,null,null,null,-0.00100359
0.967501,0.00779948,null,null,null
-0.104084,null,0.0285206,null,null
0.00738355,null,null,0.17413,null
0.00180074,null,null,null,-0.00353499
0.969152,0.0029245,null,null,null
-0.118968,null,0.113264,null,null
-0.0649462,null,null,0.135962,null
0.0042076,null,null,null,-0.00290405
0.97082,-0.00198752,null,null,null
-0.337114,null,0.14774,null,null
-0.00652719,null,null,0.178506,null
0.00331402,null,null,null,-0.00463416
0.97082,-0.00198752,null,null,null
-0.337114,null,0.14774,null,null
-0.00652719,null,null,0.178506,null
0.00331402,null,null,null,-0.00463416
0.96782,-0.000944171,null,null,null
-0.28503,null,0.181945,null,null
-0.0234124,null,null,0.215461,null
0.00621724,null,null,null,-0.00412239
0.960325,-0.00284671,null,null,null
-0.262313,null,0.172731,null,null
0.0134438,null,null,0.29458,null
0.00294152,null,null,null,-0.00320426
0.960325,-0.00284671,null,null,null
-0.262313,null,0.172731,null,null
0.0134438,null,null,0.29458,null
0.00294152,null,null,null,-0.00320426
0.958902,-0.000998246,null,null,null
-0.255773,null,0.153676,null,null
0.0375497,null,null,0.18533,null
0.00184103,null,null,null,-0.0048119
0.961341,-0.0019072,null,null,null
-0.224961,null,-0.0282522,null,null
0.121773,null,null,0.183622,null
0.00439561,null,null,null,-0.00717844
0.959213,0.00269297,null,null,null
-0.143846,null,0.0301716,null,null
0.145079,null,null,0.151271,null
0.00338958,null,null,null,-0.0119882
0.963349,0.00195734,null,null,null
-0.121553,null,0.0137981,null,null
0.220908,null,null,0.218875,null
0.00820573,null,null,null,-0.00256415
0.962862,0.00355608,null,null,null
-0.173445,null,0.0673379,null,null
0.119658,null,null,0.0842327,null
-0.00507062,null,null,null,0.00011324
0.966421,0.00226854,null,null,null
-0.171055,null,-0.070239,null,null
0.0536761,null,null,0.0973261,null
0.00563265,null,null,null,4.91219e-05
0.966421,0.00226854,null,null,null
-0.171055,null,-0.070239,null,null
0.0536761,null,null,0.0973261,null
0.00563265,null,null,null,4.91219e-05
0.966421,0.00226854,null,null,null
-0.171055,null,-0.070239,null,null
0.0536761,null,null,0.0973261,null
0.00563265,null,null,null,4.91219e-05
0.961607,0.00353281,null,null,null
-0.162354,null,-0.13633,null,null
-0.057031,null,null,0.158264,null
0.00388459,null,null,null,-0.00648365
0.967225,0.00353726,null,null,null
-0.239486,null,-0.079408,null,null
0.103576,null,null,0.192174,null
0.00291905,null,null,null,-0.000471858
0.972401,0.00499928,null,null,null
-0.359108,null,-0.0266993,null,null
0.120361,null,null,0.108682,null
-0.000801015,null,null,null,-0.00562726
0.970721,0.00732979,null,null,null
-0.156409,null,-0.0576853,null,null
0.111233,null,null,0.115704,null
-0.0071405,null,null,null,0.00703421
0.97105,0.00551894,null,null,null
-0.0815608,null,-0.0457695,null,null
0.0713851,null,null,0.170631,null
-0.00297937,null,null,null,-0.0011954
0.973369,0.00250086,null,null,null
-0.0947615,null,-0.0363154,null,null
0.0585675,null,null,0.10392,null
0.000299024,null,null,null,-0.000889596
0.976396,0.00364984,null,null,null
-0.0619403,null,-0.0832505,null,null
-0.00916186,null,null,0.218574,null
-0.000722046,null,null,null,0.00225799
0.97434,0.00422657,null,null,null
-0.139534,null,-0.0417288,null,null
-0.0164676,null,null,0.0487513,null
-0.00460427,null,null,null,-0.00128091
0.97039,-0.00235663,null,null,null
-0.121694,null,-0.0324001,null,null
-0.0671425,null,null,0.0784892,null
-0.000685985,null,null,null,0.00406921
0.967441,-0.00713732,null,null,null
-0.0895099,null,0.0155073,null,null
-0.0942147,null,null,-0.0640789,null
0.00398165,null,null,null,-0.000341554
0.974629,-0.0082691,null,null,null
-0.120718,null,0.0398781,null,null
-0.0261578,null,null,0.0996315,null
-0.00433316,null,null,null,0.000555941
0.972583,-0.0148341,null,null,null
-0.0819543,null,0.0389717,null,null
-0.0285007,null,null,0.0735505,null
-0.000867209,null,null,null,-0.00195251
0.967995,-0.0222623,null,null,null
-0.0969966,null,-0.0535229,null,null
-0.13412,null,null,0.0352218,null
0.000259208,null,null,null,-0.00107696
0.96532,-0.0222397,null,null,null
-0.0213979,null,-0.00324571,null,null
0.00693501,null,null,0.032196,null
-0.000421133,null,null,null,0.00279934
0.965244,-0.0206805,null,null,null
-0.0806084,null,0.0914119,null,null
-0.0894961,null,null,0.0537301,null
-3.61241e-05,null,null,null,0.00246592
0.967861,-0.0208592,null,null,null
-0.153191,null,0.0529344,null,null
0.0028723,null,null,-0.0184181,null
-0.00202727,null,null,null,0.0126579
0.967861,-0.0208592,null,null,null
-0.153191,null,0.0529344,null,null
0.0028723,null,null,-0.0184181,null
-0.00202727,null,null,null,0.0126579
0.97007,-0.019099,null,null,null
-0.117541,null,0.063738,null,null
-0.0776525,null,null,-0.0364095,null
0.000845892,null,null,null,0.00782868
0.967538,-0.0151103,null,null,null
0.0157161,null,0.123432,null,null
0.0054402,null,null,-0.0399342,null
0.00423134,null,null,null,0.00914757
0.969932,-0.0158929,null,null,null
0.009253,null,0.0922289,null,null
-0.0157382,null,null,-0.124709,null
0.0064868,null,null,null,0.000220756
0.967189,-0.020741,null,null,null
0.0161706,null,0.103504,null,null
-0.00693431,null,null,-0.0930155,null
0.0012155,null,null,null,-0.0056869
0.967189,-0.020741,null,null,null
0.0161706,null,0.103504,null,null
-0.00693431,null,null,-0.0930155,null
0.0012155,null,null,null,-0.0056869
0.964002,-0.0249541,null,null,null
0.0398199,null,-0.071506,null,null
-0.0278222,null,null,0.0467847,null
0.000928583,null,null,null,0.00193939
0.958767,-0.0224547,null,null,null
0.0975555,null,-0.0578785,null,null
-0.0039062,null,null,0.0971061,null
-0.00299987,null,null,null,0.00715821
0.954882,-0.0204899,null,null,null
0.0588277,null,-0.144924,null,null
-0.0563956,null,null,0.0475239,null
0.00343439,null,null,null,0.000684881
0.954882,-0.0204899,null,null,null
0.0588277,null,-0.144924,null,null
-0.0563956,null,null,0.0475239,null
0.00343439,null,null,null,0.000684881
0.960503,-0.01529,null,null,null
0.0681326,null,-0.17804,null,null
-0.0847003,null,null,0.0323652,null
0.00332401,null,null,null,-0.000550314
0.96338,-0.0120814,null,null,null
-0.0434404,null,-0.100998,null,null
-0.090436,null,null,0.0333837,null
0.0033835,null,null,null,0.00196955
0.96338,-0.0120814,null,null,null
-0.0434404,null,-0.100998,null,null
-0.090436,null,null,0.0333837,null
0.0033835,null,null,null,0.00196955
0.964175,-0.0130727,null,null,null
0.00551553,null,-0.0211244,null,null
-0.0494629,null,null,0.0796325,null
-0.0026187,null,null,null,-0.000501234
0.964175,-0.0130727,null,null,null
0.00551553,null,-0.0211244,null,null
-0.0494629,null,null,0.0796325,null
-0.0026187,null,null,null,-0.000501234
0.964175,-0.0130727,null,null,null
0.00551553,null,-0.0211244,null,null
-0.0494629,null,null,0.0796325,null
-0.0026187,null,null,null,-0.000501234
0.969761,-0.00960319,null,null,null
0.0390716,null,-0.029312,null,null
-0.0942905,null,null,-0.0120089,null
-0.00352639,null,null,null,-0.000279563
0.969761,-0.00960319,null,null,null
0.0390716,null,-0.029312,null,null
-0.0942905,null,null,-0.0120089,null
-0.00352639,null,null,null,-0.000279563
0.969761,-0.00960319,null,null,null
0.0390716,null,-0.029312,null,null
-0.0942905,null,null,-0.0120089,null
-0.00352639,null,null,null,-0.000279563
0.969761,-0.00960319,null,null,null
0.0390716,null,-0.029312,null,null
-0.0942905,null,null,-0.0120089,null
-0.00352639,null,null,null,-0.000279563
0.969761,-0.00960319,null,null,null
0.0390716,null,-0.029312,null,null
-0.0942905,null,null,-0.0120089,null
-0.00352639,null,null,null,-0.000279563
0.965734,-0.00633693,null,null,null
0.125388,null,-0.0528959,null,null
-0.045222,null,null,-0.038622,null
-0.0020507,null,null,null,0.00390665
0.96537,-0.00399383,null,null,null
0.115056,null,-0.106335,null,null
-0.0130776,null,null,-0.0342456,null
-0.000778369,null,null,null,-0.00174941
0.96537,-0.00399383,null,null,null
0.115056,null,-0.106335,null,null
-0.0130776,null,null,-0.0342456,null
-0.000778369,null,null,null,-0.00174941
0.967137,-0.000496661,null,null,null
0.0686699,null,-0.0461898,null,null
0.00160589,null,null,-0.0347891,null
-0.00439951,null,null,null,-0.0111766
