t,accP
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,0
51,1
52,0
53,0
54,0
55,1
56,1
57,1
58,0
59,1
60,0
61,0
62,1
63,1
64,1
65,1
66,1
67,1
68,0
69,1
70,1
71,0
72,1
73,1
74,1
75,1
76,1
77,1
78,0
79,0
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,0
97,1
98,1
99,1
100,1
101,0
102,1
103,1
104,1
105,0
106,1
107,1
108,0
109,1
110,0
111,0
112,1
113,0
114,0
115,0
116,0
117,1
118,1
119,0
120,1
121,0
122,0
123,0
124,1
125,0
126,1
127,1
128,1
129,1
130,0
131,1
132,1
133,1
134,0
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,0
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,0
158,1
159,1
160,0
161,1
162,0
163,0
164,1
165,1
166,1
167,1
168,0
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,0
180,0
181,0
182,1
183,0
184,1
185,1
186,0
187,1
188,1
189,1
190,1
191,1
192,0
193,1
194,1
195,0
196,1
197,1
198,1
199,1
200,1
201,1
202,0
203,0
204,0
205,0
206,1
207,1
208,0
209,1
210,0
211,1
212,0
213,1
214,0
215,0
216,1
217,0
218,1
219,1
220,0
221,0
222,1
223,0
224,0
225,1
226,0
227,0
228,0
229,0
230,1
231,0
232,0
233,1
234,1
235,1
236,0
237,0
238,0
239,0
240,0
241,0
242,1
243,1
244,1
245,0
246,1
247,1
248,1
249,0
250,1
251,0
252,0
253,1
254,1
255,1
256,1
257,1
258,0
259,0
260,1
261,0
262,0
263,1
264,1
265,0
266,1
267,1
268,1
269,0
270,0
271,1
272,0
273,0
274,1
275,1
276,1
277,1
278,1
279,0
280,1
281,0
282,1
283,0
284,1
285,1
286,1
287,1
288,0
289,1
290,1
291,1
292,1
293,0
294,1
295,1
296,1
297,0
298,1
299,1
300,1
301,1
302,1
303,0
304,1
305,1
306,1
307,0
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,0
317,0
318,1
319,1
320,1
321,1
322,0
323,1
324,1
325,0
326,1
327,1
328,1
329,1
330,1
331,1
332,0
333,0
334,1
335,1
336,1
337,1
338,0
339,0
340,1
341,0
342,0
343,1
344,1
345,0
346,1
347,1
348,0
349,1
350,1
351,1
352,0
353,0
354,1
355,0
356,1
357,1
358,0
359,0
360,1
361,1
362,0
363,0
364,1
365,1
366,0
367,0
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,0
378,1
379,1
380,0
381,1
382,0
383,0
384,1
385,1
386,1
387,0
388,0
389,1
390,1
391,0
392,1
393,1
394,0
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,0
403,1
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,1
416,0
417,1
418,1
419,1
420,1
421,1
422,1
423,0
424,0
425,1
426,0
427,1
428,1
429,1
430,1
431,1
432,1
433,0
434,1
435,1
436,0
437,0
438,1
439,1
440,1
441,0
442,0
443,1
444,0
445,1
446,1
447,0
448,1
449,1
450,0
451,1
452,1
453,1
454,1
455,0
456,1
457,0
458,1
459,1
460,1
461,0
462,1
463,0
464,0
465,0
466,1
467,0
468,0
469,1
470,0
471,1
472,1
473,0
474,0
475,0
476,1
477,1
478,0
479,0
480,1
481,1
482,1
483,0
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,0
493,1
494,1
495,1
496,0
497,0
498,0
499,1
500,1
501,1
502,0
503,1
504,0
505,1
506,1
507,1
508,1
509,1
510,0
511,0
512,0
513,1
514,1
515,0
516,1
517,1
518,1
519,0
520,0
521,1
522,0
523,0
524,0
525,0
526,0
527,1
528,0
529,1
530,1
531,1
532,1
533,0
534,1
535,1
536,1
537,0
538,1
539,0
540,0
541,1
542,0
543,0
544,1
545,0
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,0
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,0
568,1
569,1
570,1
571,0
572,0
573,1
574,0
575,1
576,0
577,1
578,1
579,0
580,0
581,1
582,1
583,1
584,1
585,0
586,1
587,0
588,0
589,0
590,0
591,1
592,1
593,1
594,1
595,1
596,1
597,0
598,0
599,0
600,1
601,1
602,1
