ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.995798,-0.00396548,null,null,null
-0.515366,null,0.21632,null,null
0.243712,null,null,-0.423847,null
0.00029856,null,null,null,0.00661168
0.995807,-0.00436534,null,null,null
-0.508681,null,0.169365,null,null
0.265045,null,null,-0.49667,null
-0.00259307,null,null,null,0.00275436
0.995641,-0.0117818,null,null,null
-0.46581,null,0.222713,null,null
0.140499,null,null,-0.482419,null
0.000458316,null,null,null,0.00320521
0.995772,-0.00896104,null,null,null
-0.506771,null,0.202416,null,null
0.179616,null,null,-0.441989,null
0.00332058,null,null,null,-0.000308634
0.995772,-0.00896104,null,null,null
-0.506771,null,0.202416,null,null
0.179616,null,null,-0.441989,null
0.00332058,null,null,null,-0.000308634
0.995685,-0.01062,null,null,null
-0.49871,null,0.292721,null,null
0.240712,null,null,-0.416556,null
0.00233051,null,null,null,0.00343683
0.99579,-0.00550049,null,null,null
-0.497984,null,0.198215,null,null
0.271701,null,null,-0.431956,null
0.00341273,null,null,null,0.00256303
0.995594,-0.0078013,null,null,null
-0.528208,null,0.263701,null,null
0.288245,null,null,-0.336676,null
-0.000236476,null,null,null,0.0032661
0.995476,-0.00463253,null,null,null
-0.504071,null,0.400234,null,null
0.276266,null,null,-0.398649,null
0.000306573,null,null,null,0.000354301
0.99553,-0.00273267,null,null,null
-0.477774,null,0.412281,null,null
0.266146,null,null,-0.401622,null
-0.00241686,null,null,null,-0.00130214
0.995669,0.00138339,null,null,null
-0.499146,null,0.397776,null,null
0.261068,null,null,-0.432209,null
-0.00108734,null,null,null,0.00297854
0.99582,-0.000159542,null,null,null
-0.499117,null,0.354464,null,null
0.225483,null,null,-0.416541,null
0.00141963,null,null,null,0.000228766
0.995774,0.00257306,null,null,null
-0.495265,null,0.367126,null,null
0.297459,null,null,-0.415633,null
0.00277491,null,null,null,0.00347095
0.995729,-0.00400427,null,null,null
-0.51374,null,0.380202,null,null
0.351619,null,null,-0.321238,null
0.000334186,null,null,null,-0.00152914
0.995894,0.00169691,null,null,null
-0.503614,null,0.391094,null,null
0.318,null,null,-0.267494,null
-0.00235019,null,null,null,-0.00428439
0.995707,0.00483486,null,null,null
-0.449018,null,0.493453,null,null
0.397888,null,null,-0.308309,null
0.000876874,null,null,null,-0.000300024
0.995707,0.00483486,null,null,null
-0.449018,null,0.493453,null,null
0.397888,null,null,-0.308309,null
0.000876874,null,null,null,-0.000300024
0.995785,0.00353471,null,null,null
-0.390124,null,0.465874,null,null
0.416928,null,null,-0.269871,null
-0.000278759,null,null,null,0.00226731
0.995721,0.00903889,null,null,null
-0.372184,null,0.464624,null,null
0.375929,null,null,-0.280137,null
-0.00552619,null,null,null,-0.00138244
0.995679,0.015246,null,null,null
-0.427151,null,0.381748,null,null
0.386341,null,null,-0.270952,null
-0.00117648,null,null,null,-0.00124206
0.995618,0.017953,null,null,null
-0.466427,null,0.422754,null,null
0.307869,null,null,-0.298032,null
0.00195929,null,null,null,-0.00724393
0.99574,0.0162254,null,null,null
-0.561239,null,0.295356,null,null
0.33687,null,null,-0.335413,null
0.000128092,null,null,null,-0.000889049
0.995748,0.021795,null,null,null
-0.541645,null,0.173611,null,null
0.317135,null,null,-0.34716,null
0.00384138,null,null,null,-0.00269844
0.995621,0.0220425,null,null,null
-0.565275,null,0.169006,null,null
0.38168,null,null,-0.322305,null
0.00730957,null,null,null,0.0021242
0.995587,0.0238829,null,null,null
-0.526944,null,0.147741,null,null
0.365531,null,null,-0.335653,null
-0.000977253,null,null,null,0.0032931
0.995572,0.0244208,null,null,null
-0.518874,null,-0.0186541,null,null
0.37071,null,null,-0.294111,null
0.00979391,null,null,null,0.003419
0.995557,0.0252776,null,null,null
-0.499695,null,-0.0676711,null,null
0.339301,null,null,-0.220702,null
0.00679395,null,null,null,0.00181187
0.995486,0.0255403,null,null,null
-0.534555,null,-0.0687019,null,null
0.275662,null,null,-0.139919,null
0.00571421,null,null,null,-0.00230087
0.995644,0.0243804,null,null,null
-0.560902,null,-0.146586,null,null
0.230129,null,null,-0.138429,null
0.000141821,null,null,null,0.00193246
