t,Norder
10,14
20,14
30,14
40,14
50,15
60,15
70,15
80,15
90,15
100,15
110,15
120,15
130,15
140,15
150,15
160,15
170,15
180,15
190,15
200,15
210,15
220,15
230,15
240,15
250,15
260,15
270,15
280,15
290,15
300,15
310,15
320,15
330,15
340,15
350,15
360,15
370,15
380,15
390,15
400,15
410,15
420,15
430,15
440,15
450,15
460,15
470,15
480,15
490,15
500,15
510,15
520,15
530,15
540,15
550,15
560,15
570,15
580,15
590,15
600,15
610,15
620,15
630,15
640,15
650,15
660,15
670,15
680,15
690,15
700,15
710,15
720,15
730,15
740,15
750,15
760,15
770,15
780,15
790,15
800,15
810,15
820,15
830,15
840,15
850,15
860,15
870,15
880,15
890,15
900,15
910,15
920,15
930,15
940,15
950,15
960,15
970,15
980,15
990,15
1000,15
1010,15
1020,15
1030,15
1040,15
1050,15
1060,15
1070,15
1075,18
1080,18
1085,18
1090,18
1100,18
1110,18
1120,18
1130,18
1140,18
1150,18
1160,18
1170,18
1180,18
1190,18
1200,18
1210,18
1220,18
1230,18
1240,18
1250,18
1255,18
1260,18
1265,18
1270,18
1275,18
1280,18
1285,18
1290,18
1295,18
1300,18
1305,18
1310,18
1315,18
1320,18
1325,18
1330,18
1335,18
1340,18
1345,18
1350,18
1355,18
1360,18
1365,18
1370,18
1375,18
1380,18
1385,18
1390,18
1395,18
1400,18
1405,18
1410,18
1415,18
1420,18
1425,18
1430,18
1435,18
1440,18
1445,18
1450,18
1455,18
1460,18
1465,18
1470,18
1475,18
1480,18
1485,18
1490,18
1495,18
1500,18
1505,18
1510,18
1515,18
1520,18
1525,18
1530,18
1535,18
1540,18
1545,18
1550,18
1555,18
1560,18
1565,18
1570,18
1575,18
1580,18
1585,18
1590,18
1595,18
1600,18
1605,18
1610,18
1615,18
1620,18
1625,18
1630,18
1635,18
1640,18
1645,18
1650,18
1655,18
1660,18
1665,18
1670,18
1675,18
1680,18
1685,18
1690,18
1695,18
1700,18
1705,18
1710,18
1715,18
1720,18
1725,18
1730,18
1735,18
1740,18
1745,18
1750,18
1755,18
1760,18
1765,18
1770,18
1775,18
1780,18
1785,18
1790,18
1795,18
1800,18
1805,18
1810,18
1820,18
1830,18
1840,18
1850,18
1860,18
1870,18
1880,18
1890,18
1900,18
1910,18
1920,18
1930,18
1940,18
1950,18
1960,18
1970,18
1980,18
1990,18
2000,18
2010,18
2020,18
2030,18
2040,18
2050,18
2060,18
2070,18
2080,18
2090,18
2100,18
2110,18
2120,18
2130,18
2140,18
2150,18
2160,18
2170,18
2180,18
2190,18
2200,18
2210,18
2220,18
2230,18
2240,18
2250,18
2260,18
2270,18
2280,18
2290,18
2300,18
2310,18
2320,18
2330,18
2340,18
2350,18
2360,18
2370,18
2380,18
2390,18
2400,18
2410,18
2420,18
2430,18
2440,18
2450,18
2460,18
2470,18
2480,18
2490,18
