t,accP
1,0
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,0
27,1
28,0
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,0
46,1
47,1
48,1
49,1
50,0
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,0
61,1
62,0
63,1
64,0
65,0
66,1
67,1
68,1
69,0
70,0
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,0
79,1
80,1
81,1
82,1
83,1
84,0
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,0
94,0
95,1
96,1
97,1
98,0
99,1
100,1
101,1
102,0
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,0
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,0
121,1
122,1
123,0
124,0
125,1
126,1
127,1
128,1
129,0
130,1
131,0
132,0
133,0
134,1
135,0
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,0
144,1
145,1
146,1
147,0
148,1
149,1
150,0
151,1
152,0
153,0
154,1
155,1
156,0
157,1
158,0
159,0
160,0
161,1
162,0
163,1
164,1
165,1
166,1
167,1
168,1
169,0
170,1
171,1
172,1
173,1
174,0
175,0
176,1
177,0
178,1
179,0
180,1
181,1
182,0
183,1
184,1
185,1
186,0
187,0
188,0
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,0
197,1
198,1
199,1
200,1
201,0
202,1
203,1
204,1
205,1
206,0
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,0
220,1
221,0
222,0
223,0
224,0
225,0
226,1
227,1
228,1
229,0
230,1
231,1
232,0
233,0
234,1
235,1
236,1
237,1
238,1
239,1
240,0
241,1
242,1
243,1
244,0
245,1
246,1
247,1
248,0
249,0
250,1
251,1
252,1
253,1
254,1
255,1
256,0
257,1
258,0
259,1
260,1
261,1
262,0
263,1
264,0
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,0
274,1
275,1
276,0
277,1
278,1
279,1
280,1
281,0
282,1
283,0
284,1
285,1
286,1
287,0
288,0
289,1
290,1
291,1
292,0
293,1
294,1
295,0
296,1
297,1
298,0
299,1
300,0
301,1
302,1
303,0
304,1
305,0
306,0
307,0
308,1
309,1
310,1
311,0
312,1
313,1
314,0
315,1
316,0
317,0
318,0
319,1
320,1
321,1
322,1
323,0
324,1
325,0
326,1
327,1
328,1
329,1
330,1
331,1
332,0
333,0
334,1
335,0
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,0
345,1
346,0
347,1
348,0
349,1
350,1
351,1
352,1
353,1
354,1
355,0
356,0
357,0
358,1
359,0
360,1
361,0
362,0
363,1
364,1
365,0
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,0
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,0
384,1
385,1
386,1
387,1
388,1
389,0
390,0
391,1
392,1
393,1
394,1
395,0
396,0
397,1
398,0
399,0
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,0
415,1
416,0
417,1
418,1
419,0
