t,accP
1,0
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,0
29,1
30,1
31,0
32,1
33,0
34,1
35,1
36,1
37,1
38,0
39,1
40,1
41,1
42,0
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,0
57,1
58,0
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,0
72,1
73,1
74,1
75,1
76,0
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,0
87,1
88,1
89,1
90,0
91,1
92,1
93,0
94,1
95,0
96,1
97,0
98,1
99,0
100,1
101,0
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,0
115,1
116,1
117,1
118,0
119,1
120,1
121,0
122,1
123,0
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,0
137,1
138,0
139,1
140,1
141,0
142,1
143,0
144,1
145,0
146,1
147,1
148,0
149,1
150,1
151,1
152,0
153,0
154,0
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,0
166,1
167,1
168,1
169,1
170,0
171,1
172,1
173,1
174,1
175,1
176,1
177,0
178,0
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,0
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,0
198,1
199,1
200,0
201,0
202,1
203,1
204,1
205,0
206,0
207,1
208,1
209,1
210,0
211,1
212,0
213,0
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,0
229,0
230,1
231,1
232,1
233,1
234,1
235,1
236,0
237,1
238,1
239,1
240,0
241,1
242,1
243,1
244,1
245,1
246,0
247,0
248,1
249,1
250,1
251,1
252,1
253,1
254,1
255,1
256,0
257,0
258,1
259,1
260,0
261,1
262,1
263,1
264,1
265,0
266,1
267,0
268,1
269,1
270,1
271,0
272,1
273,1
274,1
275,1
276,1
277,0
278,1
279,0
280,1
281,0
282,1
283,1
284,1
285,0
286,0
287,1
288,0
289,0
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,0
299,0
300,1
301,0
302,1
303,1
304,1
305,0
306,1
307,1
308,1
309,1
310,1
311,1
312,0
313,1
314,1
315,1
316,1
317,0
318,1
319,0
320,0
321,1
322,1
323,1
324,1
325,0
326,1
327,0
328,0
329,1
330,1
331,0
332,0
333,0
334,1
335,1
336,0
337,0
338,0
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,0
348,1
349,1
350,0
351,1
352,1
353,0
354,1
355,1
356,1
357,1
358,0
359,1
360,1
361,1
362,0
363,0
364,1
365,1
366,1
367,0
368,0
369,1
370,1
371,0
372,1
373,1
374,1
375,1
376,0
377,0
378,1
379,1
380,1
381,1
382,1
383,0
384,0
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,0
394,1
395,1
396,1
397,1
398,1
399,0
400,1
401,1
402,0
403,1
404,0
405,1
406,0
407,1
408,0
409,0
410,0
411,0
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,0
420,1
421,0
422,0
423,1
424,1
425,0
426,1
427,0
428,0
429,1
430,0
431,0
432,0
433,1
434,1
435,1
436,1
437,1
438,0
439,1
440,1
441,0
442,1
443,1
444,0
445,1
446,0
447,1
448,1
449,1
450,1
451,1
452,0
453,0
454,1
455,1
456,1
457,1
458,1
459,1
460,0
461,0
462,1
463,1
464,0
465,0
466,1
467,1
468,1
469,0
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,0
478,0
479,1
480,1
481,1
482,1
483,0
484,0
485,0
486,1
487,1
488,0
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,0
506,1
507,1
508,0
509,0
510,1
511,0
512,0
513,0
514,0
515,1
516,1
517,1
518,1
519,1
520,1
521,0
522,1
523,1
524,0
525,1
526,0
527,0
528,1
529,1
530,0
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,0
541,1
542,1
543,1
544,1
545,0
546,0
547,1
548,1
549,0
550,1
551,1
552,1
553,1
554,1
555,1
556,0
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,0
567,1
568,0
569,1
570,1
571,1
572,1
573,1
574,0
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,0
583,0
584,1
585,0
586,0
587,1
588,1
589,0
590,1
591,1
592,1
593,0
594,0
595,1
596,1
597,0
598,1
599,1
600,1
601,1
602,1
603,1
604,0
605,0
606,0
607,1
608,1
609,1
610,1
611,1
